ID,Last_Season,predicted_value,min_value,mean_value,max_value,Seasons,Attempts,ForcedMissedTackleRate,ExplosiveRate,TDP,YardsAfterContact,YPRR,WAR,RushWAR,RecWAR,best_Attempts,best_ForcedMissedTackleRate,best_ExplosiveRate,best_TDP,best_YardsAfterContact,best_YPRR,best_WAR,best_RushWAR,best_RecWAR,worst_Attempts,worst_ForcedMissedTackleRate,worst_ExplosiveRate,worst_TDP,worst_YardsAfterContact,worst_YPRR,worst_WAR,worst_RushWAR,worst_RecWAR,Strength_Power 5,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y
Noah Whittington - 123472,2024,-6.92,-8.89,-6.55,-1.74,3,0.760780754,0.526554698,0.730821607,0.388561053,0.571493418,0.500682128,0.289301858,0.160912454,0.344636252,0.695415343,0.652292329,0.721743078,0.464820699,0.47753064,0.620846609,0.807829181,0.677328316,0.714016933,0.824784385,0.379482524,0.522015433,0.340444848,0.689514299,0.339098771,0.138790036,0.677328316,0.714016933,1,70.652,212,30.675,73.576,18.2,1.55,4.528,34.1,119.4,7.176,4.324,4.514
Malachi Thomas - 144107,2024,-6.99,-17.57,-8.56,-3.41,4,0.385383568,0.299591466,0.500226963,0.239673173,0.371311847,0.532514779,0.135107986,0.34648582,0.213316893,0.488878802,0.650022696,0.602360418,0.230594644,0.577848389,0.813837051,0.238942552,0.565380997,0.658513641,0.292782569,0.058556514,0.257376305,0.398093509,0.130730822,0.300864816,0.127097102,0.565380997,0.658513641,1,70.175,208.8,30.775,73.7,15.4,1.556,4.616,34.5,121,7.088,4.252,4.55
Jeremiah Coney - 174777,2024,-7.11,-12.54,-7.65,-4.94,1,0.08851566,0.576940536,0.46209714,0,0.875624149,0.008640291,0.433952788,0.511097411,0.627003699,0.081706764,0.423513391,0.324103495,0,0.728551975,0.007737824,0.271987799,0.565380997,0.658513641,0.176577394,0.716749887,0.65592374,0,0.924194281,0.023668639,0.652770717,0.565380997,0.658513641,1,71.25,218.4,30.625,74.151,20.4,1.558,4.588,33.4,120.2,7.208,4.366,4.54
Jovantae Barnes - 158085,2024,-7.12,-12.51,-8.09,-2.85,3,0.606445756,0.415796641,0.422605538,0.43259192,0.386291421,0.354251933,0.152184832,0.17324291,0.142416769,0.621425329,0.532001816,0.357694054,0.371311847,0.608715388,0.369594902,0.321301474,0.565380997,0.658513641,0.274171584,0.295506128,0.504766228,0.469359964,0.259645937,0.329995448,0.149974581,0.565380997,0.658513641,1,70.051,215.2,30.4,73.251,15.4,1.588,4.648,34.4,121.8,7.088,4.226,4.566
Adam Mohammed - 183644,2024,-7.23,-8.56,-7.02,-5.84,1,0.190195188,0.995914662,0.216522923,0,0.854289605,0.341973624,0.178302361,0.511097411,0.627003699,0.17203813,0.981389015,0.160236042,0,0.695415343,0.247610378,0.117437722,0.565380997,0.658513641,0.350885157,0.996822515,0.389922833,0,0.912846119,0.552571689,0.429588205,0.565380997,0.658513641,1,70.225,216.2,30.35,73.326,18.6,1.56,4.624,33.2,119.2,7.212,4.45,4.512
Gavin Sawchuk - 158088,2024,-7.34,-7.68,-6.58,-4.92,2,0.521561507,0.398547435,0.162959601,0.655015887,0.295960054,0.246020919,0.355097941,0.461775586,0.397657213,0.607807535,0.525646845,0.503858375,0.762142533,0.47117567,0.253982704,0.562785968,0.388523048,0.484477893,0.30549251,0.284157966,0.019972764,0.441216523,0.167044939,0.339098771,0.235892222,0.388523048,0.484477893,1,70.526,218.6,30.3,73.701,20.4,1.584,4.644,33.3,117.6,7.092,4.292,4.524
Jordon Simmons - 129634,2024,-7.42,-19.41,-8.7,-1.27,3,0.52246936,0.319110304,0.226963232,0.083976396,0.561053109,0.422010005,0.773982923,0.676942047,0.692355117,0.570131639,0.281888334,0.388561053,0.114843395,0.482523831,0.435138826,0.829181495,0.565380997,0.658513641,0.537448933,0.418066273,0.195188379,0,0.667725828,0.325898953,0.442806304,0.565380997,0.658513641,0,71.85,233,31.8,76,17.6,1.548,4.488,35.5,121.6,7.068,4.326,4.562
Jayden Limar - 174130,2024,-7.53,-7.65,-6.19,-3.31,1,0,0.12709941,0.025419882,0,0.069450749,0.9895407,0.554495229,0.511097411,0.627003699,0,0.10531094,0.024965956,0,0.062187926,0.975876195,0.362989324,0.565380997,0.658513641,0,0.237857467,0.061280073,0,0.144348616,0.993627674,0.747839349,0.565380997,0.658513641,1,70.75,219.4,30.8,73.776,20.2,1.61,4.716,32.9,113.4,7.244,4.33,4.516
Bryan Jackson - 183621,2024,-7.59,-11.45,-7.87,-5.29,1,0.131638675,0.104857013,0.921016795,0.255106673,0.473899228,0.008640291,0.367654445,0.511097411,0.627003699,0.123921925,0.08851566,0.807535179,0.191556968,0.333635951,0.007737824,0.227249619,0.565380997,0.658513641,0.257376305,0.202905129,0.945528824,0.486609169,0.667725828,0.023668639,0.602948653,0.565380997,0.658513641,1,71.35,215.2,31.2,75.225,20,1.584,4.552,33.6,119.8,7.162,4.298,4.53
CJ Hester - 171398,2024,-7.69,-8.79,-6.25,-2.51,2,0.470267817,0.421243759,0.55197458,0.683613255,0.729005901,0.159618008,0.186840784,0.105425401,0.12946979,0.607807535,0.487517022,0.446209714,0.713572401,0.647299138,0.212562585,0.267920691,0.565380997,0.658513641,0.083522469,0.354970495,0.65592374,0.578756241,0.769859283,0.184342285,0.243518048,0.565380997,0.658513641,0,73.4,233.6,31.75,75.75,20.8,1.542,4.508,33.9,120.2,7.146,4.348,4.6
Hayden Reed - 163213,2024,-7.73,-13.99,-9.78,-6.6,3,0.202451203,0.270086246,0.081252837,0.46345892,0.245120291,0.40836744,0.433450527,0.68865598,0.28298397,0.235587835,0.353608715,0.1783931,0.482523831,0.438039038,0.635867091,0.35129639,0.565380997,0.658513641,0.292782569,0.304584657,0.099409896,0.429414435,0.199727644,0.023668639,0.53990849,0.565380997,0.658513641,0,72.975,246.4,32.075,76.275,22,1.624,4.702,32,114.4,7.178,4.352,4.576
Kamari Moulton - 170168,2024,-7.86,-10.38,-7.57,-4.66,2,0.313663187,0.326827054,0.277349069,0.721743078,0.640490241,0.08003638,0.326469111,0.511097411,0.627003699,0.430776214,0.333182025,0.230594644,0.74716296,0.70994099,0.102412381,0.232333503,0.565380997,0.658513641,0.056740808,0.384475715,0.401724921,0.631411711,0.498865184,0.023668639,0.537874936,0.565380997,0.658513641,1,71.95,225,31.6,75.9,22.2,1.596,4.642,33.3,121.2,7.136,4.296,4.52
Jaison Patterson - 145654,2024,-7.86,-15.53,-9.98,-5.94,4,0.549251021,0.699500681,0.242850658,0.281888334,0.579210168,0.292405639,0.268206931,0.380394575,0.313810111,0.678620064,0.758511121,0.375397186,0.462551067,0.529732183,0.311333637,0.476359939,0.425211665,0.370649106,0.21697685,0.538356786,0.127553336,0.20154335,0.673626872,0.329995448,0.277580071,0.425211665,0.370649106,0,71.775,234.8,31.15,75.05,21.8,1.538,4.494,33.4,117.8,7.144,4.412,4.588
Taven Curry - 163012,2024,-8,-13.12,-8.31,-4.1,1,0.101679528,0.133000454,0.431684067,0,0.790285974,0.413824466,0.335007534,0.511097411,0.627003699,0.094870631,0.110304131,0.303676804,0,0.608715388,0.299044151,0.207930859,0.565380997,0.658513641,0.197911938,0.24648207,0.631411711,0,0.871084884,0.614929449,0.580071174,0.565380997,0.658513641,0,70.125,216.4,30.825,74.376,19.2,1.554,4.536,34.6,120.8,7.136,4.284,4.528
Jamal Roberts - 175912,2024,-8.34,-14.31,-9.1,-6.22,1,0.295506128,0.425329097,0.022696323,0.738992283,0.262369496,0.115961801,0.141637368,0.329223181,0.21270037,0.253744893,0.315932819,0.022696323,0.532909669,0.195188379,0.101046882,0.097102186,0.215428034,0.175917215,0.505220154,0.600090785,0.053109396,0.843849296,0.466636405,0.279927173,0.375190646,0.215428034,0.175917215,1,70.8,218,30.75,73.8,19.8,1.616,4.638,32.5,115.2,7.134,4.298,4.556
Jalen John - 131577,2024,-8.36,-13.27,-8.86,-5.72,2,0.569677712,0.452564685,0.303222878,0.190649115,0.459373581,0.622100955,0.839779006,0.837237978,0.773119605,0.566954153,0.454834317,0.275079437,0.393554244,0.47753064,0.610377788,0.767158109,0.786453434,0.691439323,0.58919655,0.453926464,0.403540626,0,0.449841126,0.593536641,0.862226741,0.786453434,0.691439323,0,69.85,210.4,30.826,74.201,19.2,1.594,4.618,33.9,118,7.17,4.328,4.558
Jaylon Jackson - 139386,2024,-8.36,-10.5,-7.57,-1.35,3,0.695869269,0.660463005,0.390830685,0.159328189,0.200181571,0.696680309,0.715218483,0.662762022,0.633168927,0.673626872,0.580571947,0.38129823,0.143440763,0.231956423,0.711879836,0.776817489,0.742238946,0.717779868,0.782569224,0.698138901,0.429414435,0.269178393,0.226963232,0.361857078,0.249618709,0.742238946,0.717779868,0,71.2,222.6,30.876,74.551,15.8,1.582,4.58,33,119.2,7.17,4.324,4.538
Derrick Davis - 146794,2024,-8.41,-15.21,-9.97,-6.27,1,0.033590558,0.208806173,0.082614616,0.890603722,0.101225601,0.129149613,0.165243596,0.511097411,0.627003699,0.033136632,0.158420336,0.068542896,0.713572401,0.087607808,0.110150205,0.112353838,0.565380997,0.658513641,0.083522469,0.354970495,0.195188379,0.921016795,0.216068997,0.309968138,0.412811388,0.565380997,0.658513641,1,70.775,216.6,30.75,73.925,19.8,1.628,4.676,31.4,115.2,7.124,4.338,4.57
Reggie Love - 129418,2024,-8.45,-11.48,-8.56,-5.35,4,0.519745801,0.762142533,0.416250567,0.176123468,0.673172946,0.154615734,0.212456052,0.330456227,0.312577065,0.592374035,0.872446664,0.546527463,0.25283704,0.557875624,0.183887119,0.307066599,0.565380997,0.658513641,0.380390377,0.669087608,0.177939174,0,0.623694961,0.279927173,0.288256228,0.565380997,0.658513641,1,70.351,214.6,30.2,73.276,20.4,1.548,4.548,32.7,116.4,7.202,4.324,4.53
Marquis Crosby - 145241,2024,-8.47,-13.88,-10.44,-7.81,2,0.760780754,0.369950068,0.38129823,0.351339083,0.529278257,0.097771714,0.061778001,0.335388409,0.113440197,0.817975488,0.497503404,0.33635951,0.443940082,0.517476169,0.105143377,0.109303508,0.293508937,0.208842897,0.547435315,0.256922379,0.481615978,0.305038584,0.528370404,0.163859809,0.098627351,0.293508937,0.208842897,0,73.1,238.4,31.55,75.75,19.2,1.596,4.592,33.9,118,7.024,4.18,4.582
Jaylen Poe - 171324,2024,-8.76,-14.74,-10.45,-5.62,1,0.131638675,0.05265547,0.333182025,0.945528824,0.200181571,0.67166894,0.634354596,0.511097411,0.627003699,0.123921925,0.046754426,0.230594644,0.840671811,0.160689968,0.489303596,0.433146924,0.565380997,0.658513641,0.257376305,0.10531094,0.525192919,0.960962324,0.389468906,0.794264907,0.803253686,0.565380997,0.658513641,0,71.3,227,31.2,75.65,23.4,1.662,4.736,31.3,112.6,7.216,4.368,4.578
Gavin Williams - 129488,2024,-8.87,-13.37,-8.14,-2.84,4,0.561053109,0.564230595,0.483885611,0.120290513,0.473899228,0.403819918,0.238071321,0.289149199,0.340320592,0.693599637,0.598729006,0.515660463,0.227871085,0.499773037,0.426035503,0.692425013,0.634054563,0.587958608,0.367680436,0.464366773,0.36586473,0,0.350885157,0.398725535,0.040671073,0.634054563,0.587958608,0,70.725,213.4,31.426,75.226,18.6,1.53,4.482,34.2,120.8,7.132,4.298,4.542
Sesi Vailahi - 174313,2024,-8.88,-15.57,-10.1,-7.75,1,0.190195188,0.434861552,0.032228779,0.613254653,0.024965956,0.324693042,0.749874435,0.795314427,0.654747226,0.17203813,0.324103495,0.030867,0.421243759,0.022696323,0.235776058,0.551601423,0.624647225,0.453433678,0.350885157,0.606899682,0.083522469,0.772582842,0.050839764,0.539827037,0.874428063,0.624647225,0.453433678,1,71.101,230.8,30.6,73.777,22.2,1.676,4.778,31.2,113.8,7.29,4.33,4.54
James Jones - 190015,2024,-8.93,-15.78,-9.87,-7.03,1,0.515206537,0.149795733,0.167952792,0.106218793,0.380844303,0.935425193,0.776996484,0.511097411,0.627003699,0.410349523,0.122106219,0.128461189,0.093508852,0.271448025,0.861629495,0.582613116,0.565380997,0.658513641,0.716749887,0.277349069,0.334543804,0.239673173,0.589650477,0.955393719,0.890188104,0.565380997,0.658513641,0,69.975,212.8,30.801,74.451,17.8,1.656,4.7,34.7,117.8,7.318,4.384,4.542
Zahir AbdusSalaam - 145933,2024,-8.94,-15.83,-10.72,-5.84,3,0.617793917,0.182478438,0.09623241,0.191103041,0.121198366,0.383356071,0.281767956,0.353267571,0.429099877,0.625510667,0.386291421,0.337267363,0.345891966,0.231956423,0.781520255,0.649211998,0.565380997,0.658513641,0.414434862,0.115297322,0.01407172,0,0.101225601,0.014565316,0.175394001,0.565380997,0.658513641,0,72.725,236.6,32.026,75.901,17.2,1.572,4.586,30.8,117.4,7.014,4.332,4.574
Damari Alston - 157037,2024,-8.97,-10.79,-9.15,-7.93,2,0.332728098,0.475714934,0.303676804,0.568769859,0.473899228,0.501591633,0.445504771,0.417385943,0.446979038,0.326827054,0.622787108,0.390376759,0.549704948,0.438039038,0.395539372,0.536349771,0.483537159,0.417685795,0.492056287,0.280072628,0.26191557,0.552428507,0.542896051,0.632225762,0.406710727,0.483537159,0.417685795,1,71.077,222.4,30.5,73.802,20.4,1.638,4.698,30.4,113.4,7.214,4.396,4.52
Donald Chaney - 122207,2024,-9,-14.4,-10.08,-4.49,3,0.447571493,0.245574217,0.26827054,0.516568316,0.327734907,0.603001364,0.420894023,0.434032059,0.448828607,0.493871993,0.32864276,0.375397186,0.578756241,0.333635951,0.796540737,0.537366548,0.565380997,0.466603951,0.467998184,0.160236042,0.132546527,0.361779392,0.449841126,0.325898953,0.275546518,0.565380997,0.466603951,1,71.351,220.2,30.825,74.451,17.2,1.606,4.608,32.1,119.2,7.148,4.372,4.58
Connor Walendzak - 171392,2024,-9.1,-17.19,-11.29,-5.34,1,0.78302315,0.277802996,0.082614616,0.087607808,0.335905583,0.263756253,0.034153692,0.050554871,0.048088779,0.636404902,0.2092601,0.068542896,0.082614616,0.241488879,0.192990442,0.02541942,0.052681091,0.047036689,0.889695869,0.438039038,0.195188379,0.203812982,0.549704948,0.472917615,0.13421454,0.052681091,0.047036689,0,71.75,221.4,31.8,76.325,18.2,1.638,4.64,33.7,116,7.114,4.316,4.582
Kaden Feagin - 174024,2024,-9.23,-10.98,-9.71,-8.9,2,0.529278257,0.250567408,0.356786201,0.343622333,0.646391285,0.714415643,0.743345053,0.684340321,0.640567201,0.500226963,0.24648207,0.303676804,0.39536995,0.491148434,0.640418753,0.550584647,0.472248354,0.454374412,0.625964594,0.326373128,0.481615978,0.360417612,0.759872901,0.726900319,0.866293849,0.472248354,0.454374412,1,71.301,219.6,30.8,74.6,22,1.598,4.626,32.1,117.4,7.256,4.382,4.516
Maurice Turner - 156329,2024,-9.26,-12.1,-8.19,-2.92,3,0.277802996,0.824784385,0.393554244,0.14253291,0.625510667,0.739881764,0.554997489,0.800863132,0.740443896,0.326827054,0.79210168,0.354062642,0.287789378,0.499773037,0.753755121,0.637519065,0.565380997,0.658513641,0.056740808,0.834316841,0.525192919,0,0.720381298,0.498862085,0.538383325,0.565380997,0.658513641,1,71.125,217.8,30.625,73.751,15.6,1.586,4.612,34.4,119,7.112,4.304,4.512
Amani Givens - 189819,2024,-9.33,-12.24,-8.16,-3.58,1,0.486609169,0.331366319,0.287789378,0.234226055,0.548797095,0.413824466,0.662983425,0.661528977,0.601109741,0.38901498,0.25283704,0.2092601,0.177031321,0.390376759,0.299044151,0.465683782,0.408278457,0.401693321,0.695869269,0.511121198,0.481615978,0.455288243,0.719019519,0.614929449,0.820538892,0.408278457,0.401693321,0,72.675,242.8,31.95,76.625,20.2,1.66,4.692,31.4,115.6,7.284,4.41,4.6
Malik Sherrod - 128189,2024,-9.33,-11.13,-6.04,2.11,3,0.681343622,0.608261462,0.258738084,0.621425329,0.436677258,0.353797181,0.402812657,0.363748459,0.453144266,0.802088062,0.695415343,0.471629596,0.656377667,0.655469814,0.390532544,0.72852059,0.505174036,0.676387582,0.570585565,0.593281888,0.040399455,0.429414435,0.367680436,0.466545289,0.314184037,0.505174036,0.676387582,0,72.25,236.8,31.6,75.9,19.4,1.534,4.522,33,119.6,7.076,4.298,4.59
Rickey Hunt - 171350,2024,-9.38,-16.21,-10.08,-2.74,1,0.486609169,0.744893327,0.287789378,0.234226055,0.555605992,0.109595271,0.052235058,0.2675709,0.09001233,0.38901498,0.601906491,0.2092601,0.177031321,0.394462097,0.097405553,0.037112354,0.182502352,0.082784572,0.695869269,0.842033591,0.481615978,0.455288243,0.720381298,0.269003186,0.188103711,0.182502352,0.082784572,0,70.875,220.2,30.85,74.075,21.8,1.574,4.564,34.7,119.6,7.072,4.328,4.578
Lee Witherspoon - 99166,2024,-9.62,-15.93,-10.66,-6.62,1,0.113481616,0.751702224,0.945074898,0,0.512029051,0.088676671,0.081868408,0.270036991,0.173859433,0.106218793,0.605991829,0.854289605,0,0.362687245,0.080564406,0.05744789,0.183443086,0.147695202,0.21697685,0.846572855,0.956876986,0,0.69450749,0.209376422,0.267920691,0.183443086,0.147695202,0,70.775,207.6,31.275,74.825,18,1.598,4.568,32.6,117,7.066,4.368,4.552
Dylan Carson - 173850,2024,-9.68,-9.69,-7.16,-2.96,2,0.674988652,0.121652292,0.428052655,0.337721289,0.698138901,0.008640291,0.714716223,0.511097411,0.627003699,0.68679074,0.224239673,0.704493872,0.281434408,0.817521562,0.007737824,0.530757499,0.565380997,0.658513641,0.641398094,0.081706764,0.157966409,0.509759419,0.430322288,0.023668639,0.841382816,0.565380997,0.658513641,0,72.875,239,31.675,75.85,18.4,1.562,4.554,33,119.4,7.07,4.37,4.59
Lamar Sperling - 171214,2024,-9.69,-18.23,-10.66,-4.61,1,0.158420336,0.807081253,0.107126645,0.223785747,0.585111212,0.935425193,0.261677549,0.511097411,0.627003699,0.144802542,0.662732637,0.083976396,0.170222424,0.423967317,0.861629495,0.168784952,0.565380997,0.658513641,0.30549251,0.881979119,0.235587835,0.441216523,0.744893327,0.955393719,0.528723945,0.565380997,0.658513641,0,71.275,218.8,31.25,75.401,17.6,1.602,4.652,35.3,119.8,7.23,4.334,4.54
Devin Spencer - 188360,2024,-9.77,-19.86,-10.75,-5.95,1,0.168860645,0.143440763,0.46209714,0,0.616886064,0.214188267,0.753892516,0.511097411,0.627003699,0.153427145,0.117113028,0.324103495,0,0.446209714,0.156577151,0.554143366,0.565380997,0.658513641,0.320018157,0.262369496,0.65592374,0,0.763050386,0.406463359,0.876970005,0.565380997,0.658513641,0,71.925,231.8,31.5,75.875,19.4,1.556,4.472,34.9,119.8,7.18,4.38,4.552
Keegan Jones - 100594,2024,-9.85,-11.32,-8.97,-5.43,3,0.261461643,0.77666818,0.341806627,0.129822969,0.184748071,0.921327876,0.749372175,0.848335388,0.748458693,0.373127553,0.943713118,0.510213345,0.189741262,0.344984113,0.883932635,0.758515506,0.565380997,0.658513641,0.02950522,0.222423967,0.235587835,0,0.163867453,0.883477469,0.676664972,0.565380997,0.658513641,1,70.35,212.8,30.7,73.401,15.6,1.596,4.618,34,118.8,7.19,4.294,4.478
Trent Howland - 144833,2024,-9.9,-11.7,-8.78,-4.27,2,0.33499773,0.694053563,0.689060372,0.222423967,0.802088062,0.106412005,0.218483174,0.487053021,0.213933416,0.382206083,0.916023604,0.899228325,0.183386291,0.706309578,0.102412381,0.224199288,0.565380997,0.658513641,0.33499773,0.187925556,0.263731276,0.415796641,0.8216069,0.229403732,0.346720895,0.565380997,0.658513641,1,70.025,211.6,30.9,74.325,18.4,1.564,4.566,33.3,120.2,7.174,4.362,4.536
Kendrick Raphael - 170378,2024,-9.96,-17.92,-10.92,-5.95,2,0.461189287,0.650476623,0.686336813,0.241488879,0.580118021,0.346521146,0.039678553,0.09864365,0.082614057,0.4030867,0.708125284,0.732637313,0.310031775,0.511575125,0.375056896,0.0350788,0.097836312,0.080903104,0.635043123,0.55333636,0.612800726,0.270994099,0.637312755,0.390532544,0.140823589,0.097836312,0.080903104,1,70.675,207.2,31.225,75.075,17,1.568,4.56,34.1,117.6,7.056,4.28,4.544
Isaiah Jacobs - 129518,2024,-10.07,-10.87,-9.62,-6.83,3,0.189287335,0.778483886,0.159782115,0.145710395,0.3722197,0.544793088,0.755399297,0.819975339,0.774352651,0.270540172,0.84339537,0.226509305,0.509305493,0.43259192,0.565771507,0.679715302,0.565380997,0.658513641,0.106218793,0.632319564,0.088061734,0,0.367680436,0.563950842,0.804270463,0.565380997,0.658513641,0,69.45,217.2,31,73.526,16.2,1.594,4.64,34,117.6,7.162,4.356,4.518
Elijah JacksonAnderson - 157474,2024,-10.08,-17.76,-12.31,-7.04,1,0.295506128,0.243758511,0.047662279,0.437585111,0.408987744,0.761709868,0.564038172,0.636251541,0.531442663,0.253744893,0.182478438,0.043123014,0.302768951,0.290512937,0.586253983,0.370106762,0.363123236,0.349952963,0.505220154,0.399455288,0.117566954,0.660009079,0.614616432,0.849795175,0.753431622,0.363123236,0.349952963,0,71.8,230,31.35,75.825,21.2,1.72,4.846,32.3,113.6,7.288,4.372,4.58
Charles Kellom - 156890,2024,-10.12,-14.13,-10.66,-7.51,1,0.54561961,0.618247844,0.2246936,0.103495234,0.616886064,0.791723511,0.719236565,0.729346486,0.673859433,0.430776214,0.46981389,0.166137086,0.091239219,0.446209714,0.626763769,0.522114896,0.522107244,0.47130762,0.745347254,0.755333636,0.401724921,0.23241035,0.763050386,0.868001821,0.855109304,0.522107244,0.47130762,0,69.975,216.4,30.7,73.9,20,1.632,4.692,35.4,118.6,7.248,4.33,4.532
Dallan Hayden - 162865,2024,-10.19,-12.91,-10.72,-9.47,2,0.580118021,0.53790286,0.133908307,0.295052202,0.357694054,0.412460209,0.777498744,0.757090012,0.70838471,0.566954153,0.550612801,0.275079437,0.393554244,0.511575125,0.455621302,0.612608033,0.679209784,0.520225776,0.608261462,0.512029051,0.08216069,0.276895143,0.221970041,0.406463359,0.874936451,0.679209784,0.520225776,1,70.676,220.6,30.4,73.276,19.4,1.634,4.684,30.3,116.2,7.302,4.44,4.538
Willie Shaw - 145916,2024,-10.2,-15.79,-10.87,-4.72,2,0.156150704,0.590104403,0.232864276,0.333182025,0.393554244,0.299226921,0.435961828,0.511097411,0.627003699,0.208806173,0.663186564,0.364956877,0.643667726,0.394462097,0.443786982,0.38027453,0.565380997,0.658513641,0.15660463,0.453926464,0.151611439,0,0.466636405,0.221210742,0.561260803,0.565380997,0.658513641,0,69.9,216.4,30.575,72.576,19.8,1.574,4.644,34.4,120,7.168,4.32,4.566
Sean Dollars - 71332,2024,-10.26,-11.28,-9.36,-7,3,0.497503404,0.367226509,0.304584657,0.194280527,0.121198366,0.804001819,0.365143144,0.239827374,0.217632552,0.738538357,0.512482978,0.704493872,0.330458466,0.219700409,0.898497952,0.678698526,0.565380997,0.658513641,0.21697685,0.23104857,0.157966409,0,0.080344984,0.390532544,0.055414337,0.565380997,0.658513641,0,70.075,212.6,30.726,73.151,17.6,1.566,4.594,33.4,120.8,7.064,4.34,4.502
Anthony Carrie - 183214,2024,-10.35,-17.54,-11.46,-7.76,1,0,0,0.417612347,0.476168861,0.011348162,0.227830832,0.486690105,0.511097411,0.627003699,0,0,0.291874716,0.331820245,0.011348162,0.165225307,0.306049822,0.565380997,0.658513641,0,0,0.617793917,0.688606446,0.022696323,0.423304506,0.688357905,0.565380997,0.658513641,1,70.325,214.8,30.825,74.025,20.6,1.61,4.622,30.5,115.8,7.05,4.324,4.556
DJ Jones - 122840,2024,-10.36,-15.98,-10.58,-6.58,3,0.253744893,0.645483432,0.506581934,0.104857013,0.494325919,0.436562074,0.642390758,0.789149199,0.710850801,0.301861099,0.710848842,0.763958239,0.287789378,0.622333182,0.523441056,0.708185053,0.565380997,0.658513641,0.056740808,0.533817522,0.099409896,0,0.297321834,0.483841602,0.387391967,0.565380997,0.658513641,1,70.55,215.8,30.35,73.326,19,1.578,4.676,35.3,121.8,7.128,4.294,4.524
Kam Davis - 183297,2024,-10.53,-12.65,-11.2,-10.2,1,0.278710849,0.467998184,0.236949614,0,0.763504312,0.288312869,0.250125565,0.511097411,0.627003699,0.242396732,0.346345892,0.173853836,0,0.577848389,0.20846609,0.161159126,0.565380997,0.658513641,0.480254199,0.636858829,0.418066273,0,0.855651384,0.498862085,0.516014235,0.565380997,0.658513641,1,71.45,220.2,31,74.326,19.6,1.582,4.618,33.6,117.4,7.242,4.38,4.526
London Montgomery - 170288,2024,-10.79,-18.79,-12.34,-5.32,1,0.449841126,0.150703586,0.352246936,0.26191557,0.393554244,0.1473397,0.149673531,0.416152898,0.275585697,0.363595098,0.122560145,0.246935996,0.197004085,0.280072628,0.12016386,0.101677682,0.252116651,0.222953904,0.662278711,0.278710849,0.548343168,0.495233772,0.602360418,0.329995448,0.388408744,0.252116651,0.222953904,0,71.875,225.4,31.675,75.625,20.8,1.612,4.578,32.1,115.8,7.22,4.308,4.582
Domonique Thomas - 156226,2024,-10.97,-13.98,-11.6,-9.17,1,0.190195188,0.07444394,0.40944167,0.198819791,0.731275533,0.008640291,0.545956806,0.511097411,0.627003699,0.17203813,0.064003631,0.285065819,0.155242851,0.548343168,0.007737824,0.354855109,0.565380997,0.658513641,0.350885157,0.142986836,0.607807535,0.403994553,0.837948252,0.023668639,0.743772242,0.565380997,0.658513641,1,71.401,217.8,30.875,74.625,22.2,1.552,4.526,33.1,119,7.158,4.382,4.514
Fred Robertson - 189826,2024,-11.01,-12.59,-9.92,-7.11,1,0.08851566,0.264639128,0.46209714,0,0.61098502,0.604365621,0.227021597,0.511097411,0.627003699,0.081706764,0.197911938,0.324103495,0,0.443032229,0.435138826,0.147941027,0.565380997,0.658513641,0.176577394,0.423513391,0.65592374,0,0.759872901,0.755120619,0.489069649,0.565380997,0.658513641,0,70.45,218.6,31.275,75.076,20.2,1.542,4.546,34.8,120.2,7.258,4.352,4.538
Jalen Berger - 129914,2024,-11.26,-11.52,-10.26,-7.58,4,0.443486155,0.117113028,0.593281888,0.265546981,0.340444848,0.690768531,0.690105475,0.66892725,0.630086313,0.727190195,0.31320926,0.825692238,0.344530186,0.517476169,0.781520255,0.567361464,0.565380997,0.658513641,0,0.024965956,0.287789378,0,0.259645937,0.593536641,0.801220132,0.565380997,0.658513641,1,70.3,204.8,30.75,73.625,17,1.582,4.604,32.6,119.8,7.12,4.344,4.494
Marlon Gunn - 162642,2024,-11.35,-17.17,-11.81,-4.3,2,0.393554244,0.746709033,0.241488879,0.210621879,0.640490241,0.526603001,0.223003516,0.162145499,0.224414303,0.349977304,0.605991829,0.375397186,0.443940082,0.695415343,0.395539372,0.235892222,0.565380997,0.658513641,0.581025874,0.840671811,0.162051748,0,0.521561507,0.67137005,0.34824606,0.565380997,0.658513641,0,70,215.4,30.65,72.851,20.8,1.564,4.578,34,119,7.16,4.308,4.566
Djouvensky Schlenbaker - 157345,2024,-11.41,-15.45,-12.21,-10.61,2,0.151157512,0.571947345,0.275533364,0.382206083,0.155696777,0.177808095,0.241084882,0.434648582,0.317509248,0.181570586,0.631865638,0.270086246,0.696323196,0.176577394,0.152480655,0.421962379,0.368767639,0.358419567,0.197911938,0.464366773,0.350885157,0,0.216068997,0.329995448,0.224199288,0.368767639,0.358419567,1,70.601,225.6,30.85,73.602,20.4,1.608,4.658,31.8,116.8,7.222,4.408,4.544
