ID,Last_Season,predicted_value,min_value,mean_value,max_value,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
Monaray Baldwin - 144520,2024,18.83,13.84,26.56,41.81,3,68.14,81.16,0,0,0.874797334,0.926553219,0.785679884,0.77625653,0.83318321,0.909205549,0.851017835,0.589803639,0.93442623,0.747471504,0.872050088,0.919168406,0.862176914,0.627709103,0.938112057,0.651709745,0.698667523,0.787606357,0.74056831,0.496066784,0.860972869,1,0,1,0,69.875,196.2,31,75.075,14.4,1.522,4.434,37.8,127.4,6.906,4.182,4.476,0.57127299,69.762
Cade McDonald - 101725,2024,18.71,8.49,19.92,31.86,2,29.89,56.22,0,0,0.885426049,0.979370686,0.801252207,0.619708161,0.823815529,0.703476851,0.649972978,0.317600432,0.767969735,0.841387061,0.821881522,0.753491732,0.770348371,0.467410499,0.820918285,0.034355434,0.77331835,0.452801413,0,0.26769947,0.613260555,0,0,1,0,74.425,211.4,32.225,77.7,14,1.512,4.46,38.7,128.4,7.004,4.312,4.488,0.440667493,83.338
Noah Thomas - 158678,2024,18.69,8.94,20.37,40.37,2,20.34,75.47,1,0.5,0.464600973,0.578343233,0.319152352,0.792469825,0.303008467,0.381192578,0.890830481,0.439740587,0.397225725,0.836410339,0.713758228,0.69136298,0.907850377,0.675389308,0.700433456,0.488039814,0.016856638,0.055305828,0.723069514,0.105474394,0.145769786,1,0,1,0,74.275,209.2,32.175,77.475,16,1.54,4.55,33.1,121,7.162,4.404,4.528,0.541308122,67.468
Chris Dawn - 172326,2024,18.68,7,18.01,30.79,1,52.64,78.67,0,0,0.750495406,0.810643763,0.607882485,0.433795712,0.727076202,0.687984147,0.833003063,0.156908665,0.633939831,0.708781506,0.843474073,0.653636218,0.902151228,0.259190881,0.740809119,0.19947022,0.597286884,0.643923583,0,0.134210949,0.529780061,0,0,0,1,71.5,180.2,30.35,73.025,18.2,1.524,4.394,36.7,125,7.048,4.156,4.43,0.590078529,76.264
Dalton Stroman - 147022,2024,18.66,14.61,23.64,37.82,3,3.72,44.63,3,1,0.067555395,0.194734307,0.027532509,0.648531796,0.687984147,0.815528734,0.905602594,0.949018195,0.35417042,0.651709745,0.702038851,0.913388987,0.927676995,0.940600417,0.586611013,0.504896452,0.564135495,0.51637502,0.733825654,0.929844277,0.072001926,0,1,0,0,75.5,212.8,33.625,79.975,16.4,1.52,4.442,35.2,124.8,6.942,4.34,4.54,0.471872288,68.586
Matt Sykes - 131812,2024,18.66,8.39,20.07,37.29,1,3.61,31.4,1,1,0.32570708,0.533472467,0.274923744,0.496306972,0.420825077,0.242298685,0.5454873,0.563682219,0.876778959,0.983865789,0.654920533,0.630036924,0.728768663,0.9181249,0.9973511,0.079065661,0.006020228,0.027131161,0,0.134210949,0.03539894,0,0,1,0,75.35,210.8,33.275,79.4,16,1.54,4.51,33.7,121.8,7.012,4.328,4.542,0.361725563,69.61
Titus MokiaoAtimalala - 144464,2024,18.63,8.16,21.05,39.58,2,25.34,64.93,1,0.5,0.614844172,0.685262482,0.474313694,0.646730319,0.184831562,0.422626554,0.393442623,0.381913169,0.401369123,0.770027292,0.425991331,0.581072403,0.604350618,0.888425108,0.446139027,0.370203885,0.164954246,0.318028576,0.395007224,0.069433296,0.359768823,1,0,1,0,74.95,211.4,32.625,78.725,15.8,1.53,4.46,35.5,121.8,7.016,4.38,4.548,0.255918578,77.914
Chimere Dike - 129918,2024,18.57,15.65,25.73,39.27,4,24.92,46.56,3,0.75,0.637722933,0.804222187,0.038850538,0.820753017,0.4703657,0.663844352,0.528733562,0.768149883,0.635921456,0.864986354,0.819072082,0.864183657,0.84162787,0.807432975,0.763926794,0.5818751,0.164873977,0.312570236,0.392759672,0.505618879,0.233263766,1,1,0,0,72.625,196,32.125,76.875,15.2,1.51,4.34,38.5,128,6.82,4.27,4.49,0.366685266,87.2
Trond Grizzell - 146290,2024,18.47,14.78,24.12,42.1,2,29.21,89.46,1,0.5,0.8063412,0.795312249,0.739444534,0.843992074,0.673572329,0.749054224,0.640245001,0.840389119,0.320843091,0.823005298,0.681971424,0.731337293,0.766575694,0.860250441,0.529780061,0.682693851,0.559800931,0.661984267,0.412827099,0.742575052,0.174185262,1,0,1,0,74.65,208.4,32.15,77.675,12.4,1.532,4.472,35.4,122.8,7.154,4.306,4.506,0.784126886,77.674
Drelon Miller - 190790,2024,18.36,9.33,21.95,34.49,1,70.69,80.84,1,1,0.766348406,0.725638144,0.725638144,0.707259953,0.42767069,0.487299586,0.760583679,0.026301567,0.829580256,0.638786322,0.426553219,0.462995665,0.722266817,0.028897094,0.794188473,0.638786322,0.426553219,0.462995665,0.722266817,0.028897094,0.794188473,1,0,0,1,69.975,190.4,30.8,74.6,14.8,1.516,4.48,37,126.2,6.902,4.182,4.448,0.345813185,70.894
Coy Eakin - 157337,2024,18.3,2.38,17.95,35.4,2,27.86,44.57,0,0,0.215636822,0.301332477,0.200995344,0.968294001,0.466582598,0.541163754,0.673212034,0.46009728,0.511799676,0.984106598,0.54085728,0.532107882,0.735109969,0.505618879,0.671857441,0.781746669,0.402552577,0.493738963,0.492294108,0.398218013,0.329105795,1,0,1,0,73.7,200.6,31.875,76.125,15.2,1.506,4.41,35.4,124.8,6.998,4.308,4.506,0.343126679,80.156
Christian Fitzpatrick - 122707,2024,18.26,-5.85,12.84,30.33,2,18.23,56.06,1,0.5,0.295982706,0.561326056,0.083079146,0.631958206,0.592505855,0.351468204,0.71464601,0.71698793,0.469104666,0.864986354,0.752127147,0.667763686,0.803098411,0.80052978,0.773799968,0.094397175,0.150585969,0.018622572,0,0.456895168,0.119762402,0,0,1,0,73.225,211.2,32.475,77.125,17.8,1.496,4.464,34.7,122.2,7.054,4.33,4.546,0.3005559,77.394
Kyron WareHudson - 146411,2024,18.07,11.05,18.99,31.68,1,1.6,31.13,1,1,0.385335975,0.475598009,0.291298764,0.743469645,0.307151865,0.41974419,0.675373807,0.363177806,0.28139074,0.880317868,0.474072885,0.537164874,0.936988281,0.557071761,0.417563012,0.394204527,0.122090223,0.215363622,0.547118318,0.140793065,0.198988602,1,0,1,0,75.5,214.2,33.25,79.45,16,1.54,4.51,33.7,121.8,7.012,4.328,4.562,0.186689399,66.152
Jaylen Lloyd - 170233,2024,18.05,16.93,19.88,26.06,1,21.58,81.62,1,1,0.586020537,0.643201156,0.572965163,0.359935147,0.511259233,0.95892632,0.805440461,0.95496307,0.98576833,0.411944132,0.558436346,0.965162948,0.979611495,0.966126184,0.993979772,0.301091668,0.397415315,0.860410981,0,0.90158934,0.838497351,1,0,1,0,73.15,208.8,31.625,76.225,14.6,1.548,4.488,35,122.6,7.036,4.252,4.5,0.393343666,75.048
Trayvon Rudolph - 130577,2024,18,13.94,20.06,29.87,3,38.81,61.04,1,0.33,0.665825977,0.844838658,0.559961471,0.758421906,0.914429832,0.861466402,0.631057467,0.536299766,0.772833724,0.773799968,0.950634131,0.968052657,0.908653074,0.845962434,0.891154278,0.509953444,0.630759351,0.590704768,0,0.26769947,0.295633328,0,0,1,0,74.875,203.2,32.05,77.825,15.4,1.552,4.468,35.1,125.2,7,4.29,4.5,0.582225666,76.202
Ian Strong - 170319,2024,17.86,15.59,20.51,33.45,2,2.65,76.74,2,1,0.041974419,0.112297319,0.028576015,0.734462259,0.890650333,0.803278689,0.801477211,0.748153486,0.452531075,0.800850859,0.850457537,0.853588056,0.782629636,0.725798684,0.586611013,0.498635415,0.84981538,0.610451116,0.714721464,0.70219939,0.329105795,1,1,0,0,74.775,210,32.975,79.5,18.2,1.548,4.49,37.6,127,6.932,4.33,4.476,0.78578012,76.996
Jordan Hudson - 157298,2024,17.77,12.83,26.48,53.93,3,24.16,65.91,2,0.67,0.285173843,0.395087494,0.167282068,0.64979283,0.76995136,0.731760043,0.951179968,0.63952441,0.362096919,0.726039493,0.81971424,0.838577621,0.971905603,0.638625783,0.631883127,0.437309359,0.414432493,0.532107882,0.83616953,0.568148981,0.165275325,0,1,0,0,74.575,212,32.725,78.675,15.8,1.53,4.46,35.5,121.8,6.954,4.346,4.56,0.548127712,74.078
Josh Kelly - 97061,2024,17.63,14.1,17.75,20.69,4,44.18,80.79,1,0.25,0.564943253,0.841226521,0.274923744,0.929562241,0.716087191,0.800216177,0.611601513,0.529994596,0.775355792,0.993016536,0.873494943,0.855675068,0.755337935,0.764809761,0.891154278,0.427757264,0.291539573,0.600016054,0,0.151468936,0.548242093,1,0,1,0,72.625,186,30.875,76.625,15.2,1.56,4.7,33,121,7.02,4.22,4.48,0.824631122,55.31
Dane Olson - 128163,2024,17.61,5.7,18.21,34.47,1,13.32,55.23,1,1,0.778058008,0.864504736,0.700433456,0.261934787,0.301387137,0.354891011,0.379030805,0.609439741,0.85372005,0.490367635,0.486514689,0.84162787,0.498555145,0.968213196,0.967731578,0.057874458,0.105795473,0.088698025,0,0.014288008,0.564617114,0,0,1,0,74.85,210,33.475,80,17.4,1.508,4.478,34.2,122,7.02,4.33,4.514,0.265631329,78.912
Josh Meredith - 146507,2024,17.42,9.59,18.19,28.92,1,70.47,20.19,0,0,0.915510719,0.935864505,0.847246749,0.590344082,0.286254729,0.617726536,0.551071879,0.347144659,0.759502792,0.803740568,0.347808637,0.590704768,0.936988281,0.456895168,0.794188473,0.110691925,0.046797239,0.567266014,0.483143362,0.259190881,0.631883127,1,0,0,1,71.375,191.2,30.725,74.25,14.8,1.534,4.526,34.8,122.6,7.028,4.412,4.45,0.279477165,68.914
Wesley Grimes - 157534,2024,17.41,7.82,17.79,30.37,2,24.3,35.16,1,0.5,0.304629796,0.421415958,0.247471504,0.555395424,0.438119258,0.568546208,0.715546748,0.748874077,0.199063232,0.695697544,0.821881522,0.600016054,0.982420934,0.879033553,0.659656446,0.034355434,0.396371809,0.499036764,0.429121849,0.388184299,0.0026489,1,0,1,0,74.6,208,32.3,77.45,15,1.54,4.516,33.9,124.2,6.998,4.328,4.534,0.353872701,69.67
Jaedn Skeete - 175343,2024,17.35,2.6,18.23,32.29,2,36.58,49.57,0,0,0.390019816,0.540134853,0.203242896,0.500990812,0.526751937,0.492343722,0.476490722,0.57395064,0.204467663,0.568148981,0.575453524,0.594798523,0.593514208,0.666960989,0.465082678,0.378792744,0.463557553,0.334323326,0.453202761,0.448226039,0.081313212,1,0,1,0,74.85,209.8,31.75,77.15,15.2,1.51,4.406,36.7,125.4,7.044,4.32,4.482,0.305928911,87.438
Dane Key - 157100,2024,17.35,7.14,19.8,44.09,3,19.59,80.15,2,0.67,0.362277067,0.488842511,0.309038369,0.914069537,0.755359395,0.814087552,0.77157269,0.71698793,0.354710863,0.883047038,0.962273238,0.894605876,0.82517258,0.758147375,0.564617114,0.787205009,0.40174988,0.620725638,0.489564938,0.536041098,0.265853267,1,1,0,0,74.25,209.2,32.05,77.25,18,1.542,4.564,33.3,120.8,7.036,4.252,4.528,0.890760488,67.946
Jimmy Horn - 144483,2024,17.34,9.94,18.31,33.39,3,54.19,27.92,1,0.33,0.911187173,0.955851662,0.832477123,0.954062331,0.469104666,0.628355251,0.577733742,0.223923617,0.850117096,0.994140311,0.792101461,0.85800289,0.662786964,0.379434901,0.952881682,0.691603789,0.326938513,0.339781666,0.399422058,0.179964681,0.497832718,1,0,0,1,68.125,174,30.375,74.5,12.6,1.54,4.46,38,128,7.058,4.41,4.34,0.193715644,68.07
Luke Wysong - 146110,2024,17.28,7.57,17.87,27.75,2,28.16,48.37,1,0.5,0.805440461,0.944052015,0.684058436,0.651234012,0.940371104,0.82921996,0.345883625,0.476490722,0.360295442,0.858323969,0.9727083,0.937871247,0.908653074,0.888425108,0.631883127,0.142558998,0.762000321,0.397254776,0,0.162144807,0.233263766,0,0,1,0,73.975,205.8,32,76.825,15.2,1.51,4.404,34.9,124.6,6.998,4.308,4.484,0.427648274,83.708
Trent Walker - 146340,2024,17.24,14.57,23.59,36.53,1,38.2,88.96,0,0,0.338857863,0.414914111,0.336972227,0.714285714,0.949738786,0.781120519,0.369302828,0.69482976,0.224644208,0.917402472,0.954968695,0.878391395,0.43987799,0.849574571,0.417563012,0.185021673,0.150585969,0.499036764,0,0.398218013,0.119762402,1,0,1,0,71.85,201,31.525,75.4,16,1.522,4.472,38.7,123.2,7.02,4.294,4.468,0.791153131,77.81
Isiah Paige - 145348,2024,17.24,7.25,17.71,27.96,2,58.01,20.75,0,0,0.923437219,0.949028737,0.822122331,0.874256891,0.633759683,0.45379211,0.427850838,0.284453252,0.552513061,0.90985712,0.858966126,0.835768181,0.528656285,0.407770108,0.832396853,0.70227966,0.132284476,0.128270991,0.408251726,0.192005137,0.295633328,0,0,1,0,72.75,199.8,32.5,78,14.8,1.558,4.558,35.5,125.8,7.074,4.378,4.45,0.151351519,66.63
Ryan Davis - 97321,2024,17.21,12.22,17.29,21.43,2,38.53,76.58,0,0,0.774635201,0.965805105,0.58741371,0.525130607,0.855161232,0.911547469,0.459376689,0.452891371,0.38263376,0.889308075,0.993819233,0.947021994,0.539813774,0.587574249,0.700433456,0.050329106,0.657007545,0.703885054,0,0.220661422,0.253812811,0,0,1,0,72.05,197,31.35,75.625,17.8,1.56,4.552,37.1,123.2,7.098,4.36,4.516,0.585945443,65.358
Cyrus Allen - 156582,2024,17.16,12.45,21.32,40.4,3,37.4,74.97,2,0.67,0.428751576,0.575854872,0.274923744,0.830300847,0.60079265,0.790127905,0.652855341,0.870293641,0.713925419,0.922860812,0.657007545,0.823246107,0.790415797,0.9181249,0.794188473,0.571520308,0.48916359,0.567266014,0.451436828,0.750842832,0.548242093,1,1,0,0,72.4,193.6,31.825,76.675,17.8,1.54,4.514,36.3,126.6,7.156,4.346,4.478,0.582845629,68.506
Adam Jones - 104182,2024,16.97,-4.25,15.27,31.67,2,23.36,57.75,1,0.5,0.282111331,0.398699631,0.091668004,0.53990272,0.299765808,0.512700414,0.520266619,0.731399748,0.376328589,0.5818751,0.549365869,0.590704768,0.816423182,0.895890191,0.899662867,0.447583882,0.11743458,0.251886338,0,0.235992936,0.119762402,0,0,1,0,73.3,209.2,32.1,76.575,17.8,1.484,4.436,35.6,123,7.122,4.37,4.546,0.222647241,80.074
Kelvontay Dixon - 123112,2024,16.96,7.6,19.45,37.47,3,17.59,74.53,2,0.67,0.282471627,0.412827099,0.206373415,0.716447487,0.406052963,0.811745631,0.667087011,0.886326788,0.884345163,0.673061487,0.637100658,0.8441965,0.842510836,0.961149462,0.965323487,0.619120244,0.218815219,0.653636218,0.415716808,0.59849093,0.446139027,0,1,0,0,74.15,207.2,32.3,77.725,15.8,1.534,4.558,34.5,122.8,6.974,4.344,4.54,0.506796859,66.992
Kamdyn Benjamin - 123241,2024,16.94,12.95,20.84,39.35,2,40.84,78.2,0,0,0.581877139,0.650746508,0.543024563,0.961448388,0.892271663,0.867771573,0.808142677,0.700774635,0.499009188,0.969577781,0.87702681,0.888746187,0.84162787,0.764809761,0.529780061,0.803740568,0.807673784,0.718815219,0.702921817,0.547680205,0.465082678,0,0,1,0,73.375,204.6,32,76.675,18.2,1.546,4.556,36.8,123.6,7.088,4.362,4.516,0.839510229,71.058
Malcolm Johnson - 124402,2024,16.81,10.93,24.49,45.68,1,33.53,61.35,0,0,0.384795532,0.553138546,0.291298764,0.597189696,0.222662583,0.176184471,0.370383715,0.861466402,0.254008287,0.922860812,0.594959062,0.557071761,0.577620806,0.947503612,0.391234548,0.224193289,0.027050891,0.088698025,0,0.618317547,0.085647777,0,0,1,0,74.75,203,32.05,77.45,16,1.522,4.444,36.8,127.4,7.036,4.364,4.504,0.167470552,77.916
Daniel Jackson - 129654,2024,16.79,13.72,18.04,27.24,4,28.4,70.41,2,0.5,0.538461538,0.734628351,0.306469738,0.838047199,0.897135651,0.770671951,0.732660782,0.650513421,0.395424248,0.93979772,0.956814898,0.885053781,0.887221063,0.807432975,0.659656446,0.502408091,0.24048804,0.370364424,0,0.496066784,0.174185262,1,0,1,0,70.75,193,30.75,74.75,15.2,1.55,4.524,33.4,119.4,6.78,4.07,4.62,0.786193428,54.33
TY Harding - 158763,2024,16.74,12.57,21.1,37.55,1,2.37,91.73,1,1,0.678076022,0.797158452,0.534435704,0.344622591,0.583678616,0.236714106,0.959827058,0.723112953,0.457755359,0.525445497,0.57103869,0.753491732,0.957376786,0.826055547,0.880478407,0.026810082,0.416118157,0.000321079,0,0.505618879,0.053780703,0,0,1,0,73.75,208.4,32.175,77.325,19,1.544,4.562,37.9,127.6,7.004,4.308,4.504,0.343953296,66.456
Deion Burks - 145107,2024,16.68,8.35,19.62,30.9,2,27.54,28.44,1,0.5,0.690326067,0.782870445,0.219296837,0.821833904,0.699513601,0.450729598,0.712484237,0.451450189,0.433615565,0.959704607,0.908492535,0.600016054,0.84162787,0.71849414,0.514368277,0.514528817,0.241210467,0.164713437,0,0.118157008,0.391234548,1,0,1,0,73.925,199.4,31.5,75.5,16.2,1.514,4.478,34.5,124.2,7.1,4.378,4.492,0.176356685,73.718
Dymere Miller - 142935,2024,16.67,13.49,21.94,43.46,2,41.06,67.27,0,0,0.866330391,0.911944132,0.779258308,0.849216357,0.880201765,0.792469825,0.557917492,0.702576112,0.372005044,0.949430085,0.876866271,0.766013806,0.582517258,0.711350136,0.599293627,0.482581474,0.682453042,0.711430406,0.50280944,0.627709103,0.187429764,1,0,1,0,72.575,200.6,31.775,77.5,15.2,1.544,4.44,34,127.6,7.01,4.314,4.418,0.632235999,72.214
Michael Pettway - 142023,2024,16.66,14.14,18.43,30.11,3,46.91,65.9,1,0.33,0.771752837,0.965805105,0.479290416,0.521167357,0.70041434,0.662403171,0.6126824,0.421905963,0.761484417,0.645368438,0.894846685,0.800850859,0.782629636,0.638625783,0.963718093,0.340744903,0.310964842,0.3908332,0,0.206774763,0.253812811,0,0,1,0,71.475,197,30.475,72.875,16.6,1.54,4.528,36,125,6.948,4.222,4.464,0.658481091,68.446
Cam Pickett - 163093,2024,16.61,5.62,17.99,31.95,1,37.69,45.43,0,0,0.348405693,0.389147536,0.389147536,0.950639524,0.719870294,0.585119798,0.406233111,0.26715907,0.81895154,0.888264569,0.67771713,0.552095039,0.451436828,0.27861615,0.785358806,0.888264569,0.67771713,0.552095039,0.451436828,0.27861615,0.785358806,0,0,1,0,74.175,207.8,32.075,77.55,15.2,1.51,4.406,36.7,125.4,6.988,4.308,4.482,0.378257905,81.852
Lewis Bond - 143817,2024,16.45,8.57,20.51,33.89,2,55.47,88.57,1,0.5,0.640245001,0.6611013,0.632445015,0.803999279,0.799855882,0.696090794,0.725815168,0.096919474,0.856242119,0.914914111,0.818269385,0.722908974,0.847487558,0.27861615,0.90704768,0.124016696,0.196419971,0.499036764,0,0.015732862,0.465082678,1,0,0,1,70.725,193.6,30.65,73.35,16.6,1.52,4.432,35.6,124.2,7.036,4.356,4.476,0.630376111,74.462
Stephon Johnson - 157794,2024,16.31,2.57,16.79,34.31,3,27.58,58.85,3,1,0.583318321,0.654519184,0.181650345,0.670870113,0.600072059,0.640605296,0.712304089,0.34858584,0.828499369,0.663027773,0.593915556,0.699309681,0.762963558,0.638625783,0.926794028,0.591989083,0.554824209,0.547038048,0.56020228,0.146171135,0.529780061,1,1,0,0,73.75,211.8,32.65,77.6,17,1.5,4.438,36.5,124.6,7.078,4.354,4.524,0.423928498,75.108
DeAndre Moore - 173164,2024,16.28,9.95,23.62,43.99,1,35.41,60.02,0,0,0.814087552,0.768582437,0.768582437,0.918753378,0.477031166,0.536840209,0.911007026,0.327688705,0.687623852,0.841387061,0.463075935,0.509792904,0.867795794,0.338497351,0.659656446,0.841387061,0.463075935,0.509792904,0.867795794,0.338497351,0.659656446,1,0,1,0,75.05,207.4,31.975,77.25,14,1.518,4.46,37,127.2,7.04,4.296,4.498,0.373298202,77.966
TJ Sheffield - 101741,2024,16.17,7.68,18.13,31.95,3,43.57,65.16,2,0.67,0.775175644,0.933536683,0.482902553,0.837326608,0.470005404,0.371644749,0.61502432,0.156188074,0.355251306,0.957376786,0.709584203,0.594798523,0.900947183,0.388184299,0.599293627,0.094397175,0.01910419,0.051452882,0,0.022876866,0.174185262,0,0,0,1,71.8,198.2,31.325,74.975,14.6,1.528,4.404,38,127.4,6.982,4.226,4.438,0.389830544,80.232
Cortez Braham - 157366,2024,16.09,-0.93,14.97,28.33,2,21.28,57.35,1,0.5,0.301747433,0.518622572,0.053941243,0.634660422,0.702576112,0.434336156,0.476130427,0.327688705,0.495586381,0.933295874,0.754695778,0.703885054,0.597046075,0.813051854,0.751003371,0.258950072,0.059078504,0.037485953,0,0.042141596,0.329105795,0,0,1,0,73.3,209.2,32.1,76.575,17.8,1.484,4.436,35.6,123,7.122,4.37,4.546,0.458646415,80.074
Jaylen Sargent - 150700,2024,16.06,8.27,19.02,36.44,1,23.92,55.64,1,1,0.291118717,0.333039011,0.333039011,0.685281931,0.632138353,0.919654116,0.595928662,0.895514322,0.701495226,0.622732381,0.594397175,0.878391395,0.589420453,0.874698989,0.671857441,0.622732381,0.594397175,0.878391395,0.589420453,0.874698989,0.671857441,0,0,1,0,74.2,214.6,32.7,77.9,17.2,1.498,4.456,34.7,123.2,7.11,4.374,4.542,0.349119653,79.124
Dillon Bell - 163734,2024,16,6.98,16.34,30.97,2,10.66,31.01,2,1,0.194199243,0.299406004,0.190480013,0.827058188,0.485498108,0.441181769,0.654656819,0.257250946,0.515582778,0.897495585,0.618718895,0.571680848,0.746668807,0.557071761,0.751003371,0.612377589,0.253010114,0.257344678,0.547198587,0.156847006,0.295633328,1,1,0,0,75.475,208.4,33.05,79.175,16,1.54,4.516,33.9,122.6,7.012,4.328,4.554,0.223680513,69.708
Yannick Smith - 190425,2024,15.98,4.33,19.66,43.22,1,28.78,59.2,1,1,0.153846154,0.18855354,0.18855354,0.776436678,0.33201225,0.750495406,0.701134931,0.841830301,0.537200504,0.697704286,0.344517579,0.699309681,0.67490769,0.813051854,0.529780061,0.697704286,0.344517579,0.699309681,0.67490769,0.813051854,0.529780061,0,0,1,0,74.075,208.2,32.35,77.5,17,1.5,4.438,37.8,127,7.078,4.354,4.494,0.590285183,78.576
Mac Dalena - 128174,2024,15.98,6.51,17.88,37.28,2,24.91,84.51,1,0.5,0.350747613,0.495585166,0.236875903,0.641686183,0.539362277,0.765087372,0.750495406,0.765267519,0.133309314,0.947744421,0.974955852,0.993578424,0.990287366,0.988762241,0.548242093,0.009231016,0.003531867,0.001605394,0,0.134210949,0.0026489,0,0,1,0,72.75,201,31.65,75.425,13.8,1.544,4.484,33.4,119.4,7.22,4.33,4.514,0.527048977,72.74
Jerjuan Newton - 97308,2024,15.85,13.89,19.01,31.63,5,38.66,75.67,2,0.4,0.422086111,0.550890994,0.062128753,0.90037831,0.679156909,0.769410917,0.900918753,0.608539002,0.473968654,0.989886017,0.850296998,0.87694654,0.908653074,0.854551292,0.751003371,0.338176272,0.391796436,0.360972869,0.517338257,0.285920694,0.187429764,0,0,1,0,72.275,189.8,31.35,75.7,17.8,1.558,4.548,36.3,123.8,7.13,4.36,4.478,0.797766067,67.238
Ismael Cisse - 176609,2024,15.84,4.05,14.81,26.73,1,52.35,78.73,0,0,0.584579355,0.61197624,0.61197624,0.711223203,0.352729238,0.373806521,0.575031526,0.215096379,0.671050261,0.643602504,0.360491251,0.364665275,0.573446781,0.227323808,0.644405201,0.643602504,0.360491251,0.364665275,0.573446781,0.227323808,0.644405201,1,0,0,1,71.5,180.2,30.35,73.025,18.2,1.524,4.394,36.7,125,7.048,4.156,4.43,0.286090101,76.264
Michael Phoenix - 183990,2024,15.54,11.36,19.95,39.71,1,31.33,65.9,0,0,0.373806521,0.414914111,0.414914111,0.522248244,0.399387498,0.573770492,0.897495947,0.508917312,0.908484958,0.502408091,0.398458822,0.542382405,0.852624819,0.496066784,0.874698989,0.502408091,0.398458822,0.542382405,0.852624819,0.496066784,0.874698989,0,0,1,0,72.45,192.4,32.1,76.8,16,1.544,4.46,37,127.4,7.096,4.32,4.462,0.658481091,68.902
Elijah Spencer - 145575,2024,15.49,10.9,17.82,32.07,3,20.63,87.7,2,0.67,0.521527653,0.667201798,0.421415958,0.911367321,0.442983246,0.560980004,0.868131868,0.739326248,0.353089533,0.948547118,0.686948146,0.853588056,0.872371167,0.813051854,0.751003371,0.61735431,0.064456574,0.048643442,0.744180446,0.627709103,0.053780703,1,1,0,0,74.15,208.6,31.475,76.275,15.6,1.538,4.478,34.9,122.4,6.95,4.208,4.502,0.772554247,71.728
JaKobi Lane - 176638,2024,15.47,11.3,19.88,33.83,1,2.86,64.76,1,1,0.375427851,0.416680045,0.412827099,0.549090254,0.476490722,0.549630697,0.981264637,0.746892452,0.132408575,0.835045754,0.615829186,0.630036924,0.975036121,0.794429282,0.233263766,0.282067748,0.16118157,0.462995665,0.935222347,0.505618879,0.113501365,1,0,1,0,75.6,213.4,33.625,80.025,17.6,1.534,4.462,38,128.8,6.89,4.304,4.534,0.649388303,79.126
Tylan Hines - 156043,2024,15.41,1.52,16.69,32.93,1,72.53,22.82,1,1,0.628355251,0.637823086,0.637823086,0.362997658,0.971716808,0.820032427,0.972977842,0.024319942,0.872275266,0.364585006,0.953122492,0.766013806,0.955771392,0.025766576,0.838497351,0.364585006,0.953122492,0.766013806,0.955771392,0.025766576,0.838497351,0,0,0,1,70.425,188,30.55,73.65,14.8,1.534,4.526,34.8,122.6,7.028,4.412,4.45,0.228226906,67.866
Kenneth Womack - 142085,2024,15.38,11.5,21.82,37.62,3,33.52,84.33,2,0.67,0.610700775,0.928559961,0.160378873,0.792289678,0.690866511,0.753557917,0.348405693,0.241217799,0.612322104,0.934098571,0.841387061,0.815058597,0.530984107,0.467410499,0.794188473,0.32509231,0.313533472,0.567266014,0,0.060924707,0.253812811,0,1,0,0,73.5,193.2,31.45,75.675,15.2,1.518,4.446,37.7,125.2,7.162,4.314,4.462,0.714277743,75.728
JJ Jenkins - 109592,2024,15.24,11.22,18.98,37.19,1,10.86,77.16,1,1,0.168798415,0.203242896,0.203242896,0.865069357,0.730499009,0.788326428,0.754999099,0.8142677,0.558998379,0.773799968,0.689677316,0.734628351,0.719216568,0.780221544,0.548242093,0.773799968,0.689677316,0.734628351,0.719216568,0.780221544,0.548242093,0,0,1,0,74.275,205.6,32.925,79.25,18.2,1.538,4.506,35.6,125.6,6.988,4.324,4.498,0.633269271,75.25
Chase Sowell - 157700,2024,15.17,13.19,20.46,34.39,2,31.97,57.74,1,0.5,0.243559719,0.457457056,0.085728046,0.742208611,0.696811385,0.662943614,0.420464781,0.805620609,0.45613403,0.92623214,0.777893723,0.939235832,0.671135014,0.9234227,0.631883127,0.168004495,0.307914593,0.092229892,0,0.437951517,0.174185262,0,0,1,0,74.425,211.4,32.225,77.7,15,1.516,4.44,38.8,128.6,7.008,4.32,4.488,0.626656334,83.338
Tru Edwards - 146058,2024,15.13,7.7,19.16,35.59,1,64.44,88.09,1,1,0.688884886,0.835928721,0.574169209,0.76130427,0.693748874,0.555935867,0.657539182,0.280850297,0.288596649,0.968132927,0.779258308,0.847327019,0.706855033,0.618317547,0.700433456,0.338176272,0.058596886,0.070235993,0,0.113822443,0.034676513,0,0,0,1,70.325,192.2,30.75,75.325,14.2,1.524,4.446,36.9,127.2,6.906,4.208,4.436,0.592971688,68.052
