ID,Last_Season,target,predicted_value,Diff,min_value,mean_value,max_value,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
Trey Quinn - 38276,2017,15.28,16.23,0.95,10.72,21.29,33.69,1,54.23,95.23,1,1,0.684741488,0.764890031,0.586209664,0.759863088,0.943253468,0.783642587,0.860025221,0.558818231,0.362096919,0.981859046,0.971825333,0.922780543,0.929924546,0.807432975,0.529780061,0.153234869,0.368999839,0.312570236,0,0.206774763,0.295633328,0,0,0,1,71.375,203,30.75,72.5,17,1.52,4.55,33.5,116,6.91,4.19,4.482,0.851909485,64.73
Kenny Lawler - 10877,2015,5.06,15.58,10.52,12.89,18.06,26.6,2,100,40.53,0,0,0.027562601,0.036924065,0.035318671,0.959466763,0.756980724,0.775355792,0.967393262,0.622770672,0.200144118,0.932172098,0.72949109,0.791940921,0.961149462,0.627709103,0.295633328,0.869481458,0.698506983,0.643923583,0.920131642,0.568148981,0.165275325,1,0,1,0,74.5,203,33.375,79.375,13.4,1.56,4.64,31,111,7.13,4.2,4.482,0.941184129,54.58
Marcell Ateman - 23670,2017,22.96,15.56,-7.4,9.45,19.14,37.2,3,68.17,55.45,1,0.33,0.103044496,0.223390592,0.080671055,0.86723113,0.77229328,0.929562241,0.789767609,0.879661322,0.271302468,0.899662867,0.894846685,0.981457698,0.901830149,0.874698989,0.659656446,0.533151389,0.490608444,0.648739766,0,0.845962434,0.145769786,1,0,1,0,76.5,216,32.875,78.5,13,1.55,4.62,34,121,7.07,4.25,4.52,0.907706138,68.54
Tyrie Cleveland - 42134,2019,24.33,15.48,-8.85,3.87,16.78,35.23,3,25.93,15.52,2,0.67,0.41740227,0.553138546,0.102745224,0.656098,0.342640966,0.674112772,0.617906683,0.803819132,0.654476671,0.628672339,0.473430727,0.804302456,0.799967892,0.951115749,0.838497351,0.559640392,0.178760636,0.419971103,0.438834484,0.368999839,0.417563012,1,1,0,0,74.375,209,32.875,78,13,1.53,4.46,39.5,126,7.1,4.378,4.55,0.122626576,86.27
Jalen McMillan - 131905,2023,61,15.39,-45.61,10.59,18.17,29.44,3,64.69,51.85,0,0,0.63718249,0.852303741,0.09568149,0.818591245,0.803278689,0.689425329,0.811565484,0.878580436,0.530715186,0.982581474,0.867474715,0.869401188,0.855996147,0.995906245,0.763926794,0.071921657,0.405602825,0.103226842,0,0.321881522,0.119762402,1,0,1,0,73,197,32.125,77.375,15.6,1.53,4.47,37,127,6.94,4.18,4.45,0.774000827,75.88
Jaelen Strong - 9503,2014,16.34,15.29,-1.05,10.72,20.19,36.07,1,100,54.4,0,0,0.492704017,0.530984107,0.530984107,0.984687444,0.991352909,0.960007206,0.929201946,0.768870474,0.621149342,0.960748114,0.984668486,0.933857762,0.888986996,0.735832397,0.599293627,0.960748114,0.984668486,0.933857762,0.888986996,0.735832397,0.599293627,1,0,1,0,74.375,217,32.5,76.75,19,1.57,4.44,42,123,6.908,4.128,4.454,1.007313495,91.48
Travin Dural - 12219,2016,7.14,15.21,8.07,7.18,18.36,32.83,3,100,68.95,0,0,0.36281751,0.468935624,0.348049446,0.772473428,0.907404071,0.884885606,0.792649973,0.883984868,0.781660962,0.789211751,0.935623696,0.944292824,0.898699631,0.95625301,0.947262803,0.591989083,0.671616632,0.3908332,0.411221705,0.750842832,0.198988602,1,0,1,0,72.75,202,32,75,12.2,1.53,4.57,30.5,116,7.29,4.55,4.496,0.778133912,58.15
Terry Godwin - 47946,2018,7.79,15.18,7.39,10.35,17.24,26.06,4,71.28,63.63,1,0.25,0.665285534,0.711109327,0.619120244,0.761124122,0.721671771,0.802918393,0.672851738,0.438479553,0.710502612,0.770027292,0.891475357,0.855675068,0.862899342,0.711350136,0.751003371,0.544068069,0.523438754,0.537164874,0,0.200433456,0.479932573,1,0,1,0,71.375,184,30,73.875,13.4,1.58,4.55,36.5,117,6.96,4.346,4.43,0.678733209,55.36
Javon Baker - 123904,2023,7.14,14.81,7.67,6.26,14.21,21.77,2,30.79,82.94,1,0.5,0.469284814,0.578985391,0.319152352,0.685101783,0.836065574,0.909565844,0.806881643,0.36840209,0.780940371,0.929282389,0.968052657,0.984427677,0.969336972,0.909214962,0.932332638,0.064857923,0.015893402,0.067908171,0,0.003531867,0.391234548,1,0,1,0,73.25,202,32.25,78.25,12,1.58,4.54,37,121,7.118,4.354,4.54,0.783506923,67.48
Michael Woods - 84117,2021,16.47,14.81,-1.66,2.04,14.1,20.59,3,56.71,41.01,0,0,0.348405693,0.461550811,0.231096484,0.859664925,0.501531256,0.585119798,0.630156729,0.553413799,0.457755359,0.927516455,0.737036442,0.722908974,0.74859528,0.666960989,0.773799968,0.555386097,0.322202601,0.339781666,0.459383529,0.427676995,0.174185262,1,0,1,0,73.125,204,33,78.375,15.6,1.59,4.55,34.5,125,7.068,4.348,4.52,0.211074602,64.76
Aaron Burbridge - 10847,2015,9.56,14.74,5.18,10.77,15.51,21.04,2,100,41.87,0,0,0.43001261,0.479290416,0.458741371,0.912808503,0.972977842,0.911547469,0.702936408,0.610700775,0.210232391,0.968132927,0.974072885,0.947021994,0.762963558,0.59849093,0.310483224,0.615106759,0.831754696,0.699309681,0.432733986,0.578343233,0.174185262,1,0,1,0,72,206,31.625,74.875,20,1.57,4.56,30.5,115,7.22,4.31,4.472,0.965982641,57.5
Chris Finke - 33014,2019,9.15,14.7,5.55,3.92,15.13,29.23,2,47.15,66.81,1,0.5,0.789047019,0.795312249,0.679161984,0.745090975,0.342821113,0.533417402,0.54620789,0.459556837,0.471806882,0.9207738,0.563974956,0.643923583,0.928640231,0.951115749,0.685984909,0.289452561,0.104591427,0.360972869,0,0.167282068,0.105715203,1,0,0,1,69.5,186,29,69.625,7,1.54,4.57,40,121,7.022,4.25,4.43,0.421861955,64.16
John Metchie - 97400,2021,24.97,14.65,-10.32,9.46,15.39,25.03,2,46.91,79.14,0,0,0.480273825,0.58476481,0.348049446,0.903981265,0.770131508,0.683840749,0.780580076,0.249324446,0.682579715,0.982581474,0.890993739,0.888746187,0.788328785,0.627709103,0.794188473,0.219377107,0.247551774,0.055305828,0,0.060924707,0.295633328,1,0,1,0,71.25,187,30.625,73.375,15,1.548,4.558,35,121.8,7.144,4.25,4.46,0.866581938,66.4
Stephen Guidry - 84308,2019,6.75,14.56,7.81,5.46,12.85,19.81,1,27.89,5.25,1,1,0.132408575,0.27315781,0.043345641,0.81030445,0.613042695,0.652495046,0.796793371,0.932084309,0.854620789,0.733665115,0.600497672,0.671536362,0.831594156,0.95625301,0.938112057,0.719537646,0.561486595,0.552095039,0.655964039,0.83055065,0.529780061,1,0,1,0,75,201,32.75,78.875,14,1.56,4.47,34,125,7.31,4.46,4.38,0.068483158,68.51
Grant Dubose - 111276,2022,3.5,14.53,11.03,7.14,26.38,49.12,2,12.67,71.66,2,1,0.299945956,0.373976561,0.301332477,0.976760944,0.894793731,0.861466402,0.863988471,0.651774455,0.491623131,0.956574089,0.884572162,0.875020067,0.862016375,0.711350136,0.529780061,0.915957618,0.821560443,0.727644887,0.761839782,0.525846845,0.446139027,0,1,0,0,74.375,201,31.875,77.875,17,1.52,4.57,35,125,6.89,4.32,4.5,0.9494503,69.64
ArDarius Stewart - 11834,2016,5.91,14.53,8.62,12.27,16.91,24.49,2,100,55.66,0,0,0.468564223,0.522475518,0.498073527,0.856422266,0.804900018,0.912448208,0.764727076,0.471626734,0.878400288,0.977042864,0.982260395,0.948707658,0.905362016,0.735832397,0.967731578,0.204446942,0.698185905,0.571680848,0,0.293947664,0.564617114,1,0,1,0,71.125,204,32.5,77.5,13.4,1.57,4.49,34,124,6.91,4.192,4.444,0.741349452,69.25
Geremy Davis - 9619,2014,5.42,14.51,9.09,9.31,17.18,37.09,1,100,64.1,0,0,0.435777337,0.474313694,0.474313694,0.789587462,0.960367501,0.862907584,0.69014592,0.706899658,0.071698793,0.708781506,0.939155563,0.815058597,0.665997752,0.675389308,0.085647777,0.708781506,0.939155563,0.815058597,0.665997752,0.675389308,0.085647777,0,0,1,0,74.375,216,32.25,77,23,1.544,4.538,36.5,124,6.86,4.18,4.472,0.779580492,78.4
Simi Fehoko - 84424,2020,12.37,14.42,2.05,8.72,16.98,34.36,2,18.62,69,1,0.5,0.551071879,0.636378231,0.492775726,0.597189696,0.770852099,0.686723113,0.84110971,0.789767609,0.47432895,0.741932895,0.913549526,0.935944774,0.882003532,0.98089581,0.820918285,0.124016696,0.039813774,0.025284957,0,0.192005137,0.053780703,1,0,1,0,75.875,222,31.625,76.875,20.2,1.542,4.496,38.3,126.4,7.052,4.176,4.4,0.543787973,81.92
Binjimen Victor - 42198,2019,2.86,14.41,11.55,7.9,17.33,28.13,3,43.12,57.13,1,0.33,0.302287876,0.389147536,0.29772034,0.668167898,0.50279229,0.681138534,0.927940912,0.878580436,0.267519366,0.735350779,0.664954246,0.888746187,0.942767699,0.9207738,0.529780061,0.168004495,0.29242254,0.48362498,0.750040135,0.80052978,0.03539894,1,0,1,0,75.75,198,34.125,81.5,9,1.51,4.6,35,128,7.1,4.226,4.46,0.562180203,66.46
Bralon Addison - 11013,2015,4.64,14.31,9.67,6.58,13.6,21.45,1,100,50.72,0,0,0.723653396,0.695376465,0.695376465,0.958746172,0.857863448,0.880922356,0.956043956,0.427490542,0.656278148,0.902311768,0.816102103,0.835768181,0.927596725,0.427676995,0.631883127,0.902311768,0.816102103,0.835768181,0.927596725,0.427676995,0.631883127,1,0,1,0,69.25,197,29.5,72.25,13,1.59,4.66,34.5,116,6.95,4.14,4.446,0.98044844,52.63
Alonzo Russell - 11114,2015,2.98,14.19,11.21,7.7,14.51,20.42,2,100,36.04,0,0,0.403530895,0.443971745,0.442125542,0.943793911,0.840389119,0.826157449,0.864348766,0.755359395,0.598630877,0.917402472,0.842591106,0.78150586,0.860330711,0.773559159,0.631883127,0.826858244,0.733825654,0.766013806,0.762481939,0.666960989,0.514368277,0,0,1,0,75.625,206,33.875,79.75,12,1.56,4.54,29.5,112,7.18,4.33,4.502,0.833103947,57.59
Steven Mitchell - 47508,2017,14.68,13.91,-0.77,4.65,14.66,26.17,3,74.5,43.35,2,0.67,0.695730499,0.774923744,0.39356237,0.66168258,0.706359215,0.624932445,0.759322645,0.372725635,0.557377049,0.798442768,0.736233745,0.829426874,0.914593033,0.787445818,0.685984909,0.307593514,0.368999839,0.324289613,0.518863381,0.069433296,0.222347086,1,1,0,0,70.25,189,30.375,73.5,13,1.53,4.56,32.5,121,6.75,4.4,4.484,0.611157264,60.58
Demarcus Robinson - 10760,2015,43.23,13.65,-29.58,8.09,15.19,25.36,2,100,42.78,0,0,0.295982706,0.407368759,0.247471504,0.933165195,0.886867231,0.82921996,0.735362998,0.651774455,0.724013691,0.874137101,0.937389629,0.900224755,0.866912827,0.794429282,0.700433456,0.843393803,0.692807834,0.567266014,0.45617274,0.418927597,0.671857441,1,0,1,0,73.375,203,33,78.75,13.2,1.65,4.59,34.5,123,6.77,4.19,4.452,0.812025212,66.64
Terrace Marshall - 84271,2020,16.6,13.41,-3.19,11.52,18.1,34.49,3,16.58,86.82,2,0.67,0.621149342,0.759110612,0.504896452,0.833363358,0.560619708,0.828499369,0.963970456,0.56998739,0.648351648,0.954808155,0.880638947,0.952159255,0.980012843,0.83055065,0.763926794,0.460587574,0.323246107,0.552095039,0,0.312329427,0.295633328,1,1,0,0,74.5,205,32.75,78.125,14.8,1.55,4.494,38,126.8,7.116,4.286,4.46,0.804585658,81.09
Robert Davis - 11964,2016,3.31,13.41,10.1,7.3,18.06,40.51,3,100,46.56,0,0,0.216357413,0.33055065,0.152030824,0.991893353,0.77157269,0.811745631,0.571969015,0.610700775,0.742028463,0.99189276,0.947904961,0.885053781,0.67209825,0.657729973,0.751003371,0.941724193,0.507705892,0.57641676,0.410178199,0.505618879,0.644405201,0,0,1,0,74.63,219,33,78.5,19,1.54,4.44,41,136,6.82,4.28,4.474,0.766767927,94.85
Devin Funchess - 9474,2014,74.2,13.22,-60.98,11.67,13.88,17.97,1,100,33.71,0,0,0.581877139,0.609889228,0.609889228,0.929021798,0.973518285,0.886326788,0.68618267,0.317600432,0.435957485,0.851982662,0.955048965,0.8441965,0.662786964,0.330390111,0.446139027,0.851982662,0.955048965,0.8441965,0.662786964,0.330390111,0.446139027,1,0,1,0,76.25,232,33.5,82.625,17,1.66,4.7,38.5,122,6.918,4.24,4.522,0.839923538,75.99
JJ ArcegaWhiteside - 35014,2018,20.19,13.17,-7.02,11.08,23.06,49.23,3,33.89,74.05,2,0.67,0.540623311,0.676994702,0.361454487,0.848856062,0.862907584,0.946315979,0.978922717,0.852459016,0.358674113,0.880317868,0.884973511,0.960908653,0.980093113,0.90447905,0.497832718,0.579467009,0.664954246,0.804302456,0.929764007,0.71849414,0.233263766,1,1,0,0,74,225,33.25,79.875,17.4,1.544,4.552,35.2,122.6,7.21,4.414,4.49,0.974248812,70.79
Juwan Johnson - 28305,2019,4.62,13.12,8.5,3.96,14.95,35.06,3,26.27,53.77,1,0.33,0.065213475,0.336972227,0,0.745090975,0.579715367,0.722932805,0.450549451,0.775175644,0.791028643,0.944613903,0.757505218,0.820516937,0.816102103,0.972387221,0.967731578,0.158051052,0.217129555,0.557071761,0,0.338497351,0.446139027,1,0,1,0,76,230,34.25,81.625,14,1.54,4.58,33,124,6.94,4.37,4.49,0.533661914,75.06
Luke McCaffrey - 101634,2023,20.99,12.9,-8.09,11.65,18.7,30.26,2,15.53,87.22,2,1,0.743469645,0.710707979,0.707256381,0.973698433,0.906323185,0.880381913,0.935867411,0.473788507,0.648711944,0.981297158,0.900305025,0.853588056,0.930646974,0.496066784,0.712955531,0.835045754,0.843072724,0.815058597,0.824048804,0.427676995,0.514368277,0,1,0,0,73.625,198,30.125,74.5,16,1.52,4.46,36,121,6.7,4.02,4.49,0.818431494,79.02
Riley Ridley - 47933,2018,13.13,12.84,-0.29,5.77,16.85,33.44,3,54.22,41.35,1,0.33,0.308953342,0.460667844,0.259190881,0.667807602,0.507656278,0.705638624,0.918753378,0.916591605,0.32408575,0.816423182,0.542783753,0.738722106,0.941643924,0.963637823,0.644405201,0.447583882,0.354631562,0.522154439,0.691443249,0.675389308,0.139187671,1,0,1,0,73.25,199,32.625,78.25,13,1.52,4.58,30.5,124,7.22,4.28,4.526,0.473525522,64.32
Bo Melton - 61610,2021,52.67,12.51,-40.16,1.87,12.62,26.17,3,35.92,51.82,0,0,0.428571429,0.497030021,0.427034837,0.793010268,0.772833724,0.609079445,0.547468925,0.55017114,0.575752117,0.813372933,0.969336972,0.860410981,0.837052496,0.648258147,0.751003371,0.422620003,0.085968855,0.164713437,0,0.407770108,0.27861615,1,0,1,0,71,189,31.25,76.5,13.6,1.5,4.34,38,121,6.98,4.36,4.43,0.448107047,86.45
Racey McMath - 61401,2020,14.33,12.37,-1.96,6.11,14.94,29.68,2,32.79,56.75,1,0.5,0.350927761,0.420211912,0.357762081,0.463700234,0.477931904,0.844712664,0.80237795,0.69482976,0.746892452,0.516696099,0.630358003,0.944292824,0.945737679,0.888425108,0.9234227,0.382164071,0.361454487,0.446941724,0.48089581,0.321881522,0.27861615,1,0,1,0,74.5,211,32,79,15.4,1.536,4.48,35.6,123.4,7.058,4.424,4.43,0.177389957,73.75
DeMarcus Ayers - 10863,2015,39.35,12.25,-27.1,1.78,10.78,16.7,1,100,86.48,1,1,0.699873897,0.921094879,0.542061326,0.960727797,0.855521528,0.8142677,0.632498649,0.221401549,0.769410917,0.969577781,0.944774442,0.942446621,0.702921817,0.285920694,0.860972869,0.798442768,0.38256542,0.356477765,0.485471183,0.185503291,0.529780061,1,0,0,1,69.375,182,31.25,74,11,1.6,4.72,33,123,6.9,4.15,4.448,0.880014466,52.78
Xavier Legette - 99197,2023,61.34,11.99,-49.35,1.57,12.8,31.63,1,24.7,84.06,0,0,0.477211313,0.586209664,0.12305346,0.656458296,0.467663484,0.460817871,0.704557737,0.558457936,0.326968114,0.935142077,0.802054904,0.966848611,0.847166479,0.895890191,0.763926794,0.372531707,0.091106117,0.067908171,0,0.235992936,0.052737197,1,0,1,0,73,221,31.875,77.5,18,1.54,4.39,40,126,7.24,4.314,4.52,0.341266791,88.46
Victor Bolden - 12269,2016,5.86,11.43,5.57,0.1,8.7,13.33,3,100,5.17,0,0,0.676094397,0.787044469,0.104832236,0.970095478,0.836606017,0.617186093,0.425689065,0.46406053,0.428030985,0.956574089,0.833600899,0.731337293,0.529298443,0.484588216,0.644405201,0.902311768,0.746347728,0.425028094,0.424225397,0.418927597,0.310483224,1,0,1,0,68.38,178,31.13,73.88,9,1.58,4.54,32,117,6.83,4.22,4.424,0.124486464,51
Brandon Smith - 61327,2020,9.03,11.35,2.32,6.82,12.19,21.54,3,23.51,48.75,1,0.33,0.116555576,0.253331193,0,0.678616466,0.484957665,0.346784363,0.650513421,0.427490542,0.205908845,0.810081875,0.74329748,0.727644887,0.862899342,0.758147375,0.514368277,0.146411944,0.25148499,0.034756783,0,0.047278857,0.119762402,1,0,1,0,73.375,218,34.25,81.5,16.2,1.554,4.496,38,127.6,6.98,4.242,4.54,0.271624303,77.8
Malachi Corley - 66272,2023,1.28,11.34,10.06,4.98,21.74,47.67,3,54.43,83.4,3,1,0.86957305,0.930887783,0.783432333,0.935687264,0.919834264,0.846694289,0.909025401,0.106827599,0.942532877,0.985792262,0.970942366,0.940760957,0.95360411,0.179964681,0.963718093,0.190078664,0.678038208,0.473992615,0,0.072884893,0.644405201,0,0,0,1,71,215,32.125,76.625,16.2,1.524,4.466,37.8,123.8,6.966,4.19,4.5,0.932917958,77.68
Cody Core - 10833,2015,17.67,11.07,-6.6,2.28,13.01,30.49,2,100,50.48,0,0,0.572149162,0.676994702,0.373976561,0.94469465,0.399927941,0.730138714,0.76202486,0.560619708,0.825076563,0.927516455,0.45890191,0.804302456,0.751886338,0.59849093,0.854310483,0.818269385,0.358885856,0.526489003,0.687429764,0.484588216,0.700433456,1,0,1,0,74.625,205,32,77.125,14,1.5,4.47,31.5,119,6.898,4.204,4.482,0.735563133,73.65
Cody White - 61448,2019,9.71,11.05,1.34,5.04,10.53,14.87,3,20.24,77.64,2,0.67,0.480273825,0.569914914,0.479290416,0.94307332,0.798234552,0.776436678,0.662583318,0.59448748,0.47432895,0.977042864,0.833119281,0.78150586,0.725878953,0.638625783,0.613260555,0.764890031,0.704607481,0.680044951,0.479531225,0.496066784,0.377588698,1,1,0,0,75.375,217,32.5,79.25,14.4,1.56,4.66,35.5,120,7.19,4.52,4.62,0.886214094,62.57
Trishton Jackson - 41247,2019,0.24,10.76,10.52,4.56,14.4,31.75,1,34.63,66.54,0,0,0.58656098,0.799406004,0.421415958,0.747252747,0.650513421,0.679156909,0.842370744,0.552332913,0.664745091,0.990367635,0.682453042,0.775806711,0.873816022,0.773559159,0.926794028,0.173944453,0.432011559,0.324289613,0,0.200433456,0.105715203,1,0,1,0,72.75,197,32.375,77,12.8,1.53,4.5,36,117,7.026,4.3,4.49,0.511549907,65.85
JMon Moore - 48316,2017,0.43,10.7,10.27,7.03,11.46,16.47,2,65.97,54.47,0,0,0.102323906,0.214641194,0.043345641,0.877679697,0.857323005,0.73752477,0.850117096,0.806701495,0.845973698,0.948547118,0.938513405,0.947021994,0.920452721,0.952319795,0.947262803,0.158051052,0.217129555,0.187108685,0,0.59849093,0.417563012,1,0,1,0,74.625,207,32.875,78.625,21,1.63,4.6,38,120,6.56,4.04,4.52,0.439840876,71.15
Antoine Green - 77985,2022,0,10.32,10.32,1.93,13.15,33.89,2,35.04,60.81,2,1,0.056386237,0.125220742,0.043345641,0.671951,0.232210413,0.616105206,0.788866871,0.931003423,0.571068276,0.955691122,0.857280462,0.875020067,0.85246428,0.957697865,0.926794028,0.057874458,0.105715203,0.130358003,0,0.557071761,0.04912506,1,1,0,0,73.75,199,32.125,76.75,13.8,1.54,4.47,33.5,123,6.99,4.27,4.49,0.385904112,71.45
Cornelius Johnson - 97996,2023,5.57,10.32,4.75,4.64,13.22,28.04,3,33.68,45.81,1,0.33,0.141055666,0.263043827,0.056349334,0.766708701,0.462619348,0.695190056,0.67591425,0.61898757,0.595748514,0.892358324,0.848531064,0.810964842,0.914593033,0.787445818,0.751003371,0.179483063,0.094477444,0.457938674,0.381281105,0.368999839,0.187429764,1,0,1,0,74.75,212,31.875,77.25,16,1.55,4.44,37.5,127,7.04,4.3,4.49,0.497910725,84.41
Rashad Greene - 9572,2014,23.32,10.23,-13.09,9.14,17.74,32.48,1,100,71.83,0,0,0.463700234,0.502889709,0.502889709,0.997117636,0.925418843,0.947757161,0.733201225,0.46406053,0.761484417,0.99446139,0.89075293,0.919168406,0.698346444,0.456895168,0.730935945,0.99446139,0.89075293,0.919168406,0.698346444,0.456895168,0.730935945,1,0,1,0,71.375,182,31.625,75.625,11.2,1.63,4.53,36.5,122,6.88,4.12,4.418,1.007520149,59.56
Jester Weah - 48162,2017,9.43,9.87,0.44,6,15.72,29.41,2,52.75,48.84,1,0.5,0.137452711,0.253331193,0,0.765807963,0.636461899,0.656458296,0.883444424,0.937668888,0.621149342,0.898218013,0.693369722,0.949831434,0.96187189,0.952319795,0.967731578,0.162867234,0.05466367,0.016615829,0,0.874698989,0.0026489,1,0,1,0,74.25,211,31.125,76.625,15,1.53,4.43,38,129,7.24,4.41,4.492,0.522295929,79.41
Justin Shorter - 84376,2022,4.04,9.61,5.57,2.64,9.92,16.2,3,22.33,38.23,2,0.67,0.368041794,0.478648258,0.036924065,0.678076022,0.437398667,0.502431994,0.508737164,0.767068997,0.224283913,0.897495585,0.664954246,0.890271312,0.746668807,0.925349173,0.548242093,0.116712153,0.118237277,0.107400867,0,0.437951517,0.119762402,1,1,0,0,76.25,229,33.75,82.375,18,1.59,4.55,35.5,126,7.11,4.366,4.53,0.251372184,73.46
Rannell Hall - 9942,2014,8.29,9.38,1.09,2.86,8.82,13.48,1,100,31.38,0,0,0.68059809,0.665355595,0.665355595,0.906323185,0.893532697,0.645108989,0,0.301387137,0.477031166,0.824289613,0.854230214,0.605394124,0,0.312329427,0.479932573,0.824289613,0.854230214,0.605394124,0,0.312329427,0.479932573,1,0,1,0,72.375,198,30.5,74.5,16,1.61,4.6,41,132,6.86,4.15,4.444,0.757261831,71.51
Cayleb Jones - 11075,2015,8.4,9.38,0.98,7.03,9.72,12.88,2,100,37.13,0,0,0.156007926,0.279418847,0.085728046,0.996216898,0.799135291,0.807422086,0.749234372,0.765447667,0.648711944,0.996949751,0.830951999,0.791940921,0.770348371,0.787445818,0.700433456,0.973510997,0.646251405,0.711430406,0.630679082,0.666960989,0.529780061,1,0,1,0,74.625,209,32.75,80.125,9,1.59,4.65,33.5,118,6.99,4.14,4.482,0.858315768,61.83
DaRon Brown - 9666,2014,0.22,9.37,9.15,7.48,13.04,24.86,1,100,56.51,0,0,0.446406053,0.485230374,0.485230374,0.979823455,0.973338137,0.946496127,0.773194019,0.806701495,0.805980904,0.946540376,0.954326537,0.917482742,0.732701878,0.773559159,0.773799968,0.946540376,0.954326537,0.917482742,0.732701878,0.773559159,0.773799968,0,0,1,0,72.125,205,32,76.25,17,1.55,4.54,37,120,7.04,4.11,4.444,0.951723497,66.34
Jehu Chesson - 11894,2016,3.81,9.3,5.49,5.94,10.8,18.2,2,100,27.2,0,0,0.532336516,0.597046075,0.534435704,0.857503153,0.594307332,0.628895694,0.726535759,0.72887768,0.309673933,0.898218013,0.693128913,0.810964842,0.905763365,0.735832397,0.671857441,0.596805266,0.159656446,0.202440199,0,0.627709103,0.113501365,1,0,1,0,74.88,204,33.25,79.5,10,1.59,4.47,35.5,132,6.7,4.09,4.444,0.573752841,81.55
DeAndrew White - 9697,2014,9.45,9.21,-0.24,-0.13,9.79,19.72,1,100,28.88,0,0,0.580796253,0.60924707,0.60924707,0.91064673,0.602954423,0.637722933,0.707440101,0.349666727,0.656278148,0.830791459,0.568148981,0.600016054,0.678359287,0.357039653,0.631883127,0.830791459,0.568148981,0.600016054,0.678359287,0.357039653,0.631883127,1,0,1,0,71.5,193,31,74.5,13.4,1.58,4.44,34.5,118,6.97,4.18,4.446,0.657861128,70.23
Rashawn Scott - 11211,2015,1.72,9.11,7.39,3.93,9.27,13.47,1,100,41.65,0,0,0.224464061,0.263043827,0.263043827,0.941091695,0.827598631,0.833543506,0.767969735,0.51702396,0.477031166,0.872772516,0.787044469,0.78150586,0.728447584,0.505618879,0.479932573,0.872772516,0.787044469,0.78150586,0.728447584,0.505618879,0.479932573,1,0,1,0,72.875,199,31.375,75.5,17,1.564,4.606,32.5,116,7.082,4.288,4.446,0.948623683,56.81
Speedy Noil - 12351,2016,2.63,8.99,6.36,6.64,15.56,34.89,2,100,17.79,0,0,0.108989371,0.27315781,0.0299406,0.836065574,0.669428932,0.522788687,0.647270762,0.712304089,0.495586381,0.783030984,0.83336009,0.78150586,0.793787125,0.794429282,0.838497351,0.72411302,0.47551774,0.235270509,0.515411784,0.547680205,0.233263766,1,0,1,0,70.63,199,30,73.88,18,1.532,4.46,43.5,133,6.822,4.152,4.434,0.341473445,88.35
Devante Davis - 9745,2014,8.54,8.89,0.35,1.87,9.59,15.3,1,100,29.39,0,0,0.174563142,0.209263124,0.209263124,0.931543866,0.822374347,0.732480634,0.681138534,0.891370924,0.558998379,0.856236956,0.783512602,0.683737358,0.660780222,0.871889549,0.548242093,0.856236956,0.783512602,0.683737358,0.660780222,0.871889549,0.548242093,0,0,1,0,74.875,220,32.375,79.75,16,1.59,4.57,35.5,115,7.25,4.12,4.502,0.761601571,62.53
Trevon Grimes - 61565,2020,5.42,8.85,3.43,4.75,11.23,26.96,3,41.67,69.14,1,0.33,0.415240497,0.535318671,0.135334725,0.688704738,0.46640245,0.654116375,0.832282472,0.403891191,0.646550171,0.824289613,0.68020549,0.749799326,0.939637181,0.70219939,0.903194734,0.009231016,0.230052978,0.271873495,0,0.10113983,0.03539894,1,0,1,0,76,220,31.375,76.625,19.2,1.538,4.516,36.2,126.8,7.172,4.45,4.47,0.578092581,72.96
Keon Hatcher - 12249,2016,7.3,8.84,1.54,7.37,10.41,17.26,3,100,50.87,0,0,0.420104486,0.503772676,0.411301975,0.729057827,0.846153846,0.933165195,0.937128445,0.712844533,0.537200504,0.807673784,0.974955852,0.960186226,0.9480655,0.694172419,0.700433456,0.263043827,0.750441483,0.715203082,0.840022476,0.657729973,0.391234548,1,0,1,0,73.25,212,32,76.13,16,1.61,4.64,34.2,118,7.058,4.244,4.482,0.802932424,61.87
Darreus Rogers - 12265,2016,4.57,8.74,4.17,-2.35,7.17,13.62,2,100,33.79,0,0,0.275986309,0.348049446,0.270187831,0.900558458,0.323185012,0.468924518,0.678616466,0.362277067,0.306971717,0.974313694,0.404639589,0.581072403,0.852143201,0.476079628,0.465082678,0.606758709,0.2623214,0.318028576,0.555305828,0.293947664,0.15299406,1,0,1,0,73.13,216,32,76.75,8,1.592,4.616,36.5,112,7.22,4.54,4.502,0.616530275,54.76
