ID,Last_Season,target,predicted_value,Diff,min_value,mean_value,max_value,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
Michael Thomas - 10681,2015,96.98,99.54,2.56,75.98,95.68,112.05,2,100,68.77,0,0,0.09565844,0.190480013,0.056349334,0.887948117,0.904161412,0.951900558,0.968294001,0.37308593,0.774274905,0.814576979,0.888264569,0.936667202,0.952640873,0.456895168,0.868598491,0.787205009,0.838577621,0.910820356,0.942205812,0.30333922,0.529780061,1,0,1,0,74.75,212,32.125,78.25,18,1.53,4.57,35,126,6.8,4.13,4.466,0.96060963,73.97
Justin Jefferson - 61398,2019,100,98.56,-1.44,80.58,94.97,109,2,41.48,80.51,1,0.5,0.693568726,0.958099213,0.501525124,0.992433796,0.809403711,0.94541524,0.948477752,0.570707981,0.671050261,0.998153797,0.807432975,0.925429443,0.952881682,0.780221544,0.763926794,0.874137101,0.743538289,0.907609568,0.796596564,0.30333922,0.497832718,1,0,1,0,73.25,202,33,78,12.6,1.54,4.43,37.5,126,7.19,4.326,4.5,0.980035131,76.13
CeeDee Lamb - 61570,2019,97.28,97.62,0.34,64.12,93.04,106.75,3,41.47,97.12,0,0,0.419564043,0.565018462,0.283191524,0.954602774,0.772473428,0.978021978,0.967032967,0.676634841,0.949558638,0.930245625,0.875341146,0.991250602,0.984267138,0.675389308,0.97278857,0.851982662,0.521432012,0.860410981,0.839621127,0.627709103,0.854310483,1,0,1,0,73.625,198,32.25,76.625,11,1.46,4.5,34.5,124,7.06,4.388,4.45,0.990781153,74.07
DK Metcalf - 47864,2018,97.57,97.44,-0.13,68.09,90.01,97.55,2,23.35,59.02,2,1,0.021077283,0.032268422,0,0.733381373,0.442442803,0.650333273,0.905242299,0.775716087,0.599891911,0.965805105,0.637100658,0.945657409,0.998795954,0.787445818,0.952881682,0.050329106,0.118478086,0.088698025,0.766896773,0.684620324,0.0026489,1,1,0,0,75.375,228,34.875,82.875,27,1.45,4.33,40.5,134,7.38,4.5,4.47,0.486958049,94.23
AJ Brown - 48327,2018,97.84,94.32,-3.52,90.09,93.65,96.77,3,61.21,82.32,0,0,0.660241398,0.949028737,0.13934821,0.934606377,0.871554675,0.966132228,0.865970095,0.437758962,0.878400288,0.963236475,0.875180607,0.968694815,0.934820999,0.525846845,0.9234227,0.591989083,0.738962915,0.838577621,0.614946219,0.30333922,0.712955531,1,0,1,0,72.5,226,32.875,78,19,1.56,4.49,36.5,120,7.036,4.216,4.49,0.967222567,77.76
Garrett Wilson - 97405,2021,84.9,83.66,-1.24,39.84,68.97,90.64,3,39.11,84.58,1,0.33,0.55017114,0.718895489,0.247471504,0.836786165,0.864168618,0.954782922,0.961628535,0.633399387,0.568726356,0.884170814,0.927998074,0.961390271,0.966045914,0.694172419,0.712955531,0.655482421,0.525846845,0.766013806,0.88537486,0.515813132,0.446139027,1,0,1,0,71.75,183,32,76.5,15.2,1.49,4.38,36,123,7.056,4.36,4.42,0.945523869,80.45
Tee Higgins - 61211,2019,89.25,83.03,-6.22,64.04,77.83,90.8,3,13.89,97.06,3,1,0.340839488,0.47254776,0.231096484,0.778598451,0.95892632,0.988830841,0.985588182,0.874977482,0.791388939,0.830791459,0.985551453,0.986755498,0.982019586,0.865066624,0.868598491,0.358564778,0.898458822,0.956493819,0.867153636,0.83055065,0.659656446,1,1,0,0,75.625,216,34.125,81,16.2,1.564,4.618,34.9,123,7.178,4.44,4.47,0.966602604,62.67
DeVonta Smith - 61100,2020,90.01,82.98,-7.03,68.61,81.56,96.98,3,46.95,96.78,0,0,0.390560259,0.598731739,0.09568149,0.912448208,0.82453612,0.962889569,0.983066114,0.628715547,0.928121059,0.954808155,0.980655001,0.995344357,0.995585166,0.929844277,0.97527693,0.577299727,0.041900787,0.235270509,0.781826939,0.293947664,0.659656446,1,0,1,0,72.25,170,31.125,78.25,15.4,1.53,4.454,35.5,123.6,6.974,4.362,4.4,0.964329407,71.76
Diontae Johnson - 33441,2018,84.25,80.48,-3.77,47.62,71.74,92.15,3,76.57,70.91,0,0,0.457395064,0.567587093,0.352223471,0.813006665,0.942893172,0.965051342,0.971176365,0.758602054,0.84903621,0.874137101,0.945015251,0.986193611,0.9753572,0.860250441,0.912827099,0.375421416,0.867635254,0.864183657,0.901107722,0.578343233,0.497832718,0,0,1,0,70.5,183,30.75,74.5,15,1.53,4.53,33.5,123,7.09,4.45,4.432,0.905226286,57.78
Drake London - 86519,2021,84.62,79.02,-5.6,66.6,78.27,90.61,3,30.43,90.56,1,0.33,0.725815168,0.949028737,0.356236956,0.901639344,0.798594848,0.912448208,0.809583859,0.359394704,0.698252567,0.869481458,0.994300851,0.981457698,0.883287847,0.557071761,0.730935945,0.760555466,0.309680527,0.63669931,0.622491572,0.259190881,0.599293627,1,0,1,0,75.875,219,33,77.75,16.4,1.538,4.542,36.2,124.2,7.082,4.16,4.49,0.910392643,74.92
Chris Godwin - 11839,2016,83.24,78.5,-4.74,46.82,68.51,86.57,3,100,60.6,0,0,0.331832102,0.549927757,0.045673463,0.967213115,0.732120339,0.835525131,0.80075662,0.596649252,0.731940191,0.959704607,0.888826457,0.913388987,0.918285439,0.842109488,0.854310483,0.779820196,0.24867555,0.3908332,0.492855996,0.388184299,0.479932573,1,0,1,0,73,209,31.63,76.5,19,1.49,4.42,36,126,7.01,4,4.444,0.931884687,93.41
Jaylen Waddle - 84088,2020,84.01,78.16,-5.85,68.97,80.79,92.14,3,61.8,98.9,1,0.33,0.772833724,0.822122331,0.699229411,0.640425149,0.810844893,0.991533057,0.969555035,0.326607818,0.97387858,0.689597046,0.837774924,0.995183818,0.956975437,0.525846845,0.98354471,0.474474233,0.657007545,0.956975437,0.944854712,0.084845079,0.891154278,1,0,1,0,69.5,180,30.375,74.625,14.2,1.516,4.402,37.2,129.6,6.944,4.238,4.2,0.904606324,83.55
Stefon Diggs - 9579,2014,84.11,77.63,-6.48,57.85,73.1,88.09,1,100,66.45,1,1,0.799315439,0.755578745,0.755578745,0.949738786,0.929562241,0.893532697,0.754999099,0.138173302,0.93514682,0.886819714,0.897736394,0.851741853,0.719216568,0.151468936,0.90704768,0.886819714,0.897736394,0.851741853,0.719216568,0.151468936,0.90704768,1,0,0,1,72,195,31.25,75.75,11.2,1.53,4.46,35,115,7.03,4.32,4.418,0.971562306,67.42
Puka Nacua - 100632,2022,88.15,74.95,-13.2,55.06,69.61,80.32,2,31.15,97,1,0.5,0.376148442,0.597607963,0,0.464240677,0.972437399,0.990091875,0.957485138,0.630336876,0.907043776,0.682693851,0.992374378,0.995665436,0.994702199,0.895890191,0.957858404,0.130598812,0.622170493,0.919168406,0.793787125,0.072884893,0.730935945,1,0,1,0,73.625,201,31.5,74.875,15,1.548,4.53,33.3,117.4,7.056,4.378,4.47,0.741762761,55.53
Michael Pittman - 29049,2019,79.03,74.77,-4.26,62.54,78.15,91.84,3,31.34,90.26,2,0.67,0.375788146,0.509150747,0.283191524,0.862727436,0.764186633,0.903080526,0.823635381,0.6047559,0.735002702,0.995906245,0.878712474,0.935944774,0.847407288,0.9207738,0.804222187,0.079065661,0.342992455,0.703885054,0,0.212393643,0.529780061,1,1,0,0,76,223,32.5,79.25,13,1.51,4.52,36.5,121,6.96,4.14,4.52,0.874848109,80.5
Rashee Rice - 97605,2022,75.32,74.08,-1.24,46.73,66.24,81.3,4,34.79,90.46,3,0.75,0.53593947,0.862497993,0.16383047,0.929922536,0.909745992,0.895334174,0.867771573,0.255449469,0.895154026,0.96716969,0.985471183,0.962032429,0.929442928,0.476079628,0.9780061,0.643602504,0.531947343,0.734628351,0.423342431,0.151468936,0.700433456,0,1,0,0,72.625,204,32.75,77.375,12.6,1.49,4.51,41,128,7.142,4.278,4.5,0.938910932,83.12
Gabriel Davis - 55410,2019,81.53,73.96,-7.57,41.94,63.42,75.95,3,30.69,67.68,1,0.33,0.226986129,0.386177557,0.178760636,0.946676275,0.848315619,0.886326788,0.915330571,0.781660962,0.477031166,0.953283031,0.952480334,0.955048965,0.936988281,0.888425108,0.659656446,0.727564617,0.34973511,0.571680848,0.755337935,0.484588216,0.27861615,1,0,1,0,74,216,32.25,77.5,14,1.56,4.54,35,124,7.08,4.59,4.52,0.840750155,67.36
JuJu SmithSchuster - 11817,2016,84.36,73.86,-10.5,59.88,70.67,82.61,3,100,65.02,0,0,0.359214556,0.428720501,0.370685503,0.981624932,0.882363538,0.932624752,0.889209152,0.608899297,0.75734102,0.958661101,0.956895168,0.977765291,0.891154278,0.70219939,0.794188473,0.927516455,0.612377589,0.722908974,0.684218976,0.476079628,0.644405201,1,0,1,0,73.38,215,32.88,77.75,15,1.55,4.54,32.5,120,6.968,4.196,4.496,0.979415168,64.83
Calvin Ridley - 48262,2017,81.03,72.58,-8.45,51.96,67.62,81.35,3,81.21,57.39,0,0,0.458656098,0.515251244,0.457457056,0.976580796,0.935326968,0.914970276,0.800576473,0.346604215,0.767969735,0.962353508,0.927757264,0.940760957,0.779980735,0.525846845,0.751003371,0.876866271,0.870765773,0.695697544,0.726440841,0.259190881,0.685984909,1,0,1,0,72.5,189,31.625,75.75,15,1.53,4.43,31,110,6.88,4.41,4.412,0.962262864,68.28
Marquise Brown - 61568,2018,84.49,71.9,-12.59,66.71,77.46,92.2,2,59.75,95.7,0,0,0.407854441,0.510274522,0.352223471,0.9248784,0.942352729,0.9920735,0.949198343,0.732480634,0.968654297,0.904639589,0.920292182,0.988120083,0.924787285,0.764809761,0.96997913,0.778375341,0.908893883,0.983223631,0.902392037,0.627709103,0.916680045,1,0,1,0,69.375,166,30.5,71.75,13.4,1.522,4.394,37,127.6,6.93,4.254,4.34,0.992847696,77.49
Khalil Shakir - 84140,2021,59.64,71.31,11.67,44.04,62.76,75.45,4,49.47,79.2,1,0.25,0.671951,0.732621609,0.578343233,0.808322825,0.964150603,0.959466763,0.879481175,0.274905422,0.774274905,0.932172098,0.980494461,0.970300209,0.924787285,0.427676995,0.785358806,0.318991812,0.857280462,0.810964842,0.67209825,0.123454808,0.712955531,0,0,1,0,71.875,196,29,70.375,16.6,1.49,4.43,34.5,124,7.28,4.21,4.42,0.977761934,75.78
Deebo Samuel - 48274,2018,75.7,70.95,-4.75,51.26,67.56,76.67,4,61.82,76.8,1,0.25,0.364078544,0.474313694,0.335607642,0.713204828,0.902720231,0.922176184,0.866150243,0.349666727,0.938929923,0.890271312,0.89886017,0.937871247,0.961229732,0.557071761,0.947262803,0.340744903,0.794589822,0.711430406,0.385695938,0.212393643,0.838497351,1,0,1,0,71.25,214,31.375,75.125,15,1.48,4.48,39,122,7.03,4.14,4.472,0.84922298,84.34
Brian Thomas - 146760,2023,100,70.24,-29.76,52.46,68.75,86.89,3,27.29,66.12,2,0.67,0.302287876,0.367795794,0.270187831,0.951360115,0.499729778,0.827958926,0.964330751,0.609980184,0.635020717,0.973510997,0.534997592,0.921175148,0.97551774,0.735832397,0.671857441,0.726039493,0.33055065,0.48362498,0.521191202,0.347648098,0.497832718,1,1,0,0,74.875,209,32.75,79.625,11,1.5,4.33,38.5,126,6.858,4.194,4.48,0.719857409,96.37
Corey Davis - 11760,2016,71.31,69.67,-1.64,55.95,69.01,82.08,3,100,86.86,0,0,0.472167177,0.553138546,0.468935624,0.976941092,0.981264637,0.991172762,0.986308773,0.508917312,0.929201946,0.955691122,0.974233424,0.988441162,0.987638465,0.578343233,0.930004816,0.905522556,0.957938674,0.980333922,0.941483384,0.437951517,0.838497351,0,0,1,0,74.75,209,33,77.25,13.4,1.56,4.458,35.5,123.8,6.84,4.164,4.48,1.007726803,77.11
Andy Isabella - 47448,2018,16.61,69.5,52.89,54.57,67.03,76.38,3,63.01,72.04,0,0,0.623130967,0.686225718,0.590383689,0.987029364,0.912988651,0.960007206,0.92649973,0.608899297,0.794631598,0.987237117,0.98643442,0.992936266,0.956493819,0.618317547,0.845240006,0.944613903,0.669850698,0.738722106,0.782549366,0.568148981,0.479932573,0,0,1,0,68.75,188,29.75,71.5,15,1.45,4.31,36.5,121,6.95,4.15,4.386,0.956683199,86.81
Malik Nabers - 146759,2023,93.88,67.89,-25.99,52.36,66.51,80.45,3,29.11,91.57,1,0.33,0.704918033,0.902070958,0.610852464,0.950459377,0.892631958,0.956944695,0.883264277,0.572509458,0.85372005,0.960748114,0.941242575,0.984989565,0.960266495,0.578343233,0.912827099,0.657810242,0.662867234,0.75694333,0.502408091,0.536041098,0.685984909,1,0,1,0,71.75,200,31.375,76.125,14.8,1.5,4.444,37.6,128.6,7.03,4.27,4.46,0.986028105,87.59
Christian Watson - 66581,2021,75.76,67.31,-8.45,48.14,65.45,72.99,3,32.19,65.9,2,0.67,0.345523329,0.582998876,0,0.628535399,0.859664925,0.967213115,0.876238516,0.878580436,0.914790128,0.726039493,0.97808637,0.994782469,0.976159897,0.940600417,0.962514047,0.437309359,0.148739766,0.488601702,0,0.711350136,0.514368277,0,1,0,0,76.125,208,32.5,77.625,14.4,1.46,4.36,38.5,136,6.954,4.138,4.47,0.658481091,99
Marvin Harrison - 145056,2023,90.25,65.1,-25.15,56.66,71.19,94.87,2,13.73,95.69,2,1,0.379751396,0.469658051,0.324289613,0.898576833,0.958566024,0.964871194,0.983966853,0.644388398,0.611601513,0.934098571,0.96989886,0.978567988,0.979852304,0.764809761,0.763926794,0.454727886,0.150585969,0.345641355,0.892197785,0.347648098,0.295633328,1,1,0,0,75.25,209,31.875,77.25,17.8,1.54,4.552,38.3,126.2,7.096,4.34,4.44,0.984788179,76.67
Jayden Reed - 78171,2022,80.35,64.2,-16.15,46.66,59.55,70.55,4,24.9,82.28,2,0.5,0.656818591,0.958099213,0.418686788,0.925058548,0.856962709,0.867411277,0.885245902,0.49252387,0.727976941,0.9207738,0.869240649,0.928640231,0.919489485,0.675389308,0.845240006,0.71030663,0.641435222,0.630036924,0.664873977,0.347648098,0.391234548,1,0,1,0,70.875,187,30.5,73.125,13.6,1.57,4.45,33.5,121,7.098,4.29,4.42,0.89282703,65.36
Mike Williams - 11762,2016,65.79,63.92,-1.87,54.25,64.59,73.89,2,100,67.07,0,0,0.080165736,0.16928881,0.045673463,0.980183751,0.945595388,0.971716808,0.898937128,0.811925779,0.701495226,0.952961952,0.982822283,0.976159897,0.927355916,0.874698989,0.854310483,0.942366351,0.704446942,0.896532349,0.725397335,0.627709103,0.391234548,1,0,1,0,75.63,218,33.38,79.88,15,1.562,4.55,32.5,121,6.934,4.184,4.496,0.980655094,66.55
Christian Kirk - 47546,2017,67.1,63.39,-3.71,45.7,61.38,74.93,3,78.41,64.91,0,0,0.920554855,0.941965002,0.868518221,0.986488921,0.939470366,0.880922356,0.884885606,0.292559899,0.829580256,0.980173383,0.91250602,0.864183657,0.908653074,0.379434901,0.891154278,0.93722909,0.910980896,0.797559801,0.744019907,0.259190881,0.631883127,1,0,1,0,70.375,201,30.375,72.875,20,1.5,4.47,35.5,115,7.09,4.45,4.45,0.961642901,70.32
Jerry Jeudy - 61103,2019,73.12,63.34,-9.78,38.48,61.03,78.11,3,49.09,88.61,1,0.33,0.74310935,0.799406004,0.667362337,0.90199964,0.874797334,0.958025581,0.960007206,0.684201045,0.838407494,0.933295874,0.954567346,0.974474233,0.968855354,0.750842832,0.880478407,0.579467009,0.207818269,0.537164874,0.626264248,0.467410499,0.613260555,1,0,1,0,73,193,32.125,76,14.8,1.48,4.45,35,120,7.056,4.53,4.46,0.981068403,75.67
Anthony Miller - 48160,2017,40.31,62.91,22.6,53.82,67.85,81.65,3,81.85,84.63,0,0,0.52332913,0.599614705,0.486514689,0.957485138,0.980544046,0.983066114,0.978742569,0.439200144,0.872275266,0.970300209,0.98635415,0.980093113,0.985069835,0.568148981,0.916680045,0.685101943,0.919890833,0.956975437,0.862899342,0.235992936,0.671857441,0,0,1,0,71.125,201,31.625,75.5,22,1.514,4.478,37.5,125.6,6.936,4.288,4.458,0.99739409,75.85
Josh Downs - 122832,2022,72.57,62.87,-9.7,47.65,59.13,70.8,2,57.67,90.71,0,0,0.842550892,0.898298282,0.76216086,0.927580616,0.927940912,0.949918934,0.919293821,0.389839669,0.671050261,0.984106598,0.948547118,0.951356558,0.998394606,0.71849414,0.860972869,0.146411944,0.802536523,0.833119281,0.785840424,0.227323808,0.391234548,1,0,0,1,68.75,171,30.375,73.375,14,1.49,4.48,38.5,131,6.872,4.216,4.47,0.987061376,68.36
Amari Cooper - 9437,2014,86.82,62.79,-24.03,57.65,65.29,73.18,1,100,89.58,0,0,0.432714826,0.471825333,0.471825333,0.985047739,0.996937489,0.995136012,0.984327148,0.339398307,0.865789948,0.962353508,0.996307594,0.991250602,0.973270188,0.347648098,0.832396853,0.962353508,0.996307594,0.991250602,0.973270188,0.347648098,0.832396853,1,0,1,0,72.875,211,31.5,76.25,13.4,1.61,4.42,33,120,6.71,3.98,4.458,1.009586691,79.32
Xavier Worthy - 144718,2023,82.97,61.4,-21.57,47.66,57.89,67.34,3,55.73,80.24,0,0,0.532516664,0.611013004,0.500240809,0.981084489,0.919654116,0.889029004,0.889569447,0.757160872,0.872275266,0.982581474,0.920131642,0.921175148,0.956975437,0.9234227,0.916680045,0.911863863,0.832878472,0.742013164,0.613340825,0.388184299,0.644405201,1,0,1,0,71.25,165,31.125,74.25,13.2,1.49,4.21,41,131,6.922,4.244,4.34,0.947590411,88.94
Parris Campbell - 47940,2018,29.72,60.87,31.15,48.86,58.17,64.01,2,64.95,98.93,2,1,0.664745091,0.890110772,0.389147536,0.602594127,0.933345343,0.795712484,0.912988651,0.236533958,0.724734282,0.816423182,0.987317386,0.980093113,0.978648258,0.711350136,0.986113341,0.124016696,0.039813774,0.001605394,0,0.051693691,0.0026489,1,0,0,1,71.875,205,32.25,75.625,11,1.45,4.31,40,135,6.922,4.03,4.456,0.623969828,99
Alec Pierce - 78038,2021,65.22,60.25,-4.97,41.95,54.4,62.3,3,7.75,68.66,3,1,0.299045217,0.458741371,0.088617756,0.853359755,0.604215457,0.898756981,0.797694109,0.905602594,0.38263376,0.900947183,0.712794991,0.896532349,0.892197785,0.909214962,0.465082678,0.454727886,0.425268904,0.75694333,0.46163108,0.820195858,0.3441965,1,1,0,0,75.125,211,33,78.5,19.2,1.58,4.41,40.5,129,7.13,4.28,4.48,0.68844596,82.25
Romeo Doubs - 84329,2021,68.87,60.16,-8.71,39.98,56.62,78.99,4,32.4,84.83,2,0.5,0.237614844,0.492775726,0.045673463,0.962168979,0.799315439,0.896054765,0.837686903,0.813907404,0.761484417,0.986675229,0.848531064,0.952159255,0.914593033,0.909214962,0.820918285,0.803740568,0.630117194,0.630036924,0.451436828,0.638625783,0.391234548,0,0,1,0,73.875,201,32.25,77.375,12.2,1.546,4.528,36.8,121.2,7.164,4.422,4.46,0.946143831,69.07
Michael Gallup - 26075,2017,71.78,59.3,-12.48,51.58,63.72,79.84,2,62.61,95.63,0,0,0.321023239,0.40166961,0.309038369,0.959106467,0.993874977,0.993334534,0.961988831,0.652495046,0.869392902,0.969577781,0.993417884,0.994943009,0.99181249,0.684620324,0.874698989,0.789211751,0.989645208,0.968052657,0.761518703,0.557071761,0.785358806,0,0,1,0,72.75,205,31.5,73.625,10,1.53,4.51,36,122,6.95,4.37,4.474,1.006900186,69.78
Jameson Williams - 101701,2021,61.26,58.53,-2.73,40.49,59.65,77,1,69.44,93.92,0,0,0.344802738,0.550489645,0.109006261,0.781660962,0.553774095,0.849756801,0.9407314,0.864709061,0.85372005,0.989886017,0.767538931,0.965162948,0.947182533,0.946139027,0.96997913,0.19947022,0.029699791,0.230534596,0.634933376,0.675389308,0.04912506,1,0,1,0,73.5,179,32.125,75.875,12,1.522,4.41,36.5,125.2,6.918,4.206,4.25,0.770694358,80.99
Malcolm Mitchell - 10746,2015,48.76,58.48,9.72,47.11,58.8,67,2,100,57.53,0,0,0.348225545,0.481216889,0.245304222,0.775355792,0.959466763,0.867771573,0.818411097,0.51702396,0.457755359,0.839781666,0.95352384,0.928640231,0.831112538,0.694172419,0.548242093,0.526970621,0.930406165,0.605394124,0.754454969,0.321881522,0.377588698,1,0,1,0,71.625,198,32.625,78.75,15,1.43,4.45,36,129,6.94,4.34,4.424,0.930851416,87.19
Sterling Shepard - 10674,2015,67.02,58.39,-8.63,45.22,56.95,68.48,2,100,84.04,0,0,0.60871915,0.708219618,0.4454166,0.94469465,0.946676275,0.987749955,0.927040173,0.72491443,0.782021257,0.971504254,0.971183175,0.989324129,0.905040938,0.883769465,0.794188473,0.716728207,0.870846043,0.949831434,0.841387061,0.398218013,0.685984909,1,0,1,0,70.25,194,30.375,71.625,20,1.5,4.48,41,123,7,4.35,4.44,1.002767101,73.08
Tyler Lockett - 9502,2014,69.22,58.18,-11.04,46.77,56.78,69.51,1,100,74.04,0,0,0.366420465,0.407368759,0.407368759,0.981084489,0.991533057,0.991713205,0.952981445,0.563682219,0.435957485,0.949831434,0.985390913,0.985230374,0.922539734,0.547680205,0.446139027,0.949831434,0.985390913,0.985230374,0.922539734,0.547680205,0.446139027,1,0,1,0,69.875,182,30,70.75,13.8,1.55,4.4,35.5,121,6.89,4.07,4.418,1.008966729,74.26
Tyler Boyd - 10689,2015,64.42,57.83,-6.59,47.22,56.49,66.33,2,100,73.14,0,0,0.63159791,0.652512442,0.630197463,0.932624752,0.994235273,0.985408035,0.901639344,0.416321384,0.667627455,0.872772516,0.992454648,0.989645208,0.904719859,0.568148981,0.773799968,0.843393803,0.990849253,0.934981538,0.797318992,0.27861615,0.465082678,1,0,1,0,73.5,197,32,76.375,11,1.56,4.58,34,119,6.9,4.35,4.426,1.003180409,62.29
Chris Olave - 84355,2021,78.51,57.81,-20.7,37.38,55.6,75.2,3,52.57,91.14,0,0,0.334894614,0.458741371,0.306469738,0.778058008,0.898756981,0.966312376,0.983606557,0.851918573,0.34228067,0.943570397,0.943891475,0.977203403,0.99189276,0.949349815,0.446139027,0.347246749,0.442045272,0.838577621,0.956734628,0.648258147,0.265853267,1,0,1,0,72.375,187,31.125,73.125,13.4,1.5,4.39,32,124,7.098,4.294,4.42,0.929404836,78.32
Courtland Sutton - 48164,2017,71.01,57.69,-13.32,40.32,55.2,68.81,3,74.51,58.54,1,0.33,0.312736444,0.469658051,0.104832236,0.921635741,0.917132048,0.867050982,0.933705639,0.938929923,0.272383354,0.987397656,0.943088778,0.947021994,0.914512763,0.977685022,0.613260555,0.057874458,0.105795473,0.296114946,0,0.787445818,0.085647777,0,0,1,0,75.375,218,32.375,79.25,18,1.5,4.54,35.5,124,6.57,4.11,4.462,0.973008886,83
Nelson Agholor - 9453,2014,55.8,57.69,1.89,44.47,57.84,71.67,1,100,66.02,0,0,0.651774455,0.651468936,0.651468936,0.989371284,0.96919474,0.97315799,0.954602774,0.251306071,0.687623852,0.971183175,0.948707658,0.953122492,0.924145128,0.259190881,0.659656446,0.971183175,0.948707658,0.953122492,0.924145128,0.259190881,0.659656446,1,0,0,1,72.125,198,32.25,77.375,12,1.59,4.42,36.4,123,6.938,4.256,4.43,1.009380037,73.02
DeVante Parker - 9447,2014,58.89,57.29,-1.6,56.09,66.48,84.89,1,100,94.89,0,0,0.258872275,0.299406004,0.299406004,0.680237795,0.993874977,0.996577193,0.942172582,0.806701495,0.929201946,0.619120244,0.991250602,0.994140311,0.908010917,0.773559159,0.899662867,0.619120244,0.991250602,0.994140311,0.908010917,0.773559159,0.899662867,1,0,1,0,74.625,209,33.25,79.75,17,1.51,4.45,36.5,125,6.86,4.208,4.45,0.96639595,85.06
James Washington - 47792,2017,50.61,56.67,6.06,42.32,56.43,73.12,4,81.92,71.18,1,0.25,0.213294902,0.343393803,0.173141756,0.978562421,0.878760584,0.951900558,0.936047559,0.90596289,0.818230949,0.979210146,0.897335046,0.980333922,0.94268743,0.951115749,0.920532991,0.79507144,0.618879435,0.581072403,0.848852143,0.780221544,0.564617114,1,0,1,0,71,213,32.375,78.25,14,1.53,4.54,34.5,120,7.11,4.32,4.486,0.982101674,66.94
Nathaniel Dell - 78874,2022,75.44,56.4,-19.04,34,49.98,66.44,3,58.99,80.27,0,0,0.613583138,0.695376465,0.197704286,0.922176184,0.911367321,0.996216898,0.949918934,0.722572509,0.959827058,0.996307594,0.993096805,0.99991973,0.999598651,0.91523519,0.99719056,0.009231016,0.457376786,0.615187028,0.637100658,0.476079628,0.548242093,1,0,1,0,68.375,165,30.5,72.625,11.6,1.49,4.49,33.9,121,6.976,4.282,4.46,0.9833416,60.51
Rashod Bateman - 84296,2020,59.47,56.34,-3.13,42.05,57.32,77.15,3,25.65,85.2,2,0.67,0.546027743,0.695938353,0.253331193,0.849216357,0.961988831,0.976040353,0.927760764,0.71698793,0.760223383,0.880317868,0.996227324,0.980333922,0.955450313,0.895890191,0.804222187,0.480574731,0.893000482,0.797559801,0.732701878,0.398218013,0.613260555,1,1,0,0,72.375,190,33,76.5,14.6,1.53,4.402,35.7,123,7.082,4.3,4.52,0.934364538,76.24
Danny Gray - 121926,2021,24.57,56.2,31.63,50.16,56.46,62.75,2,32.26,90.65,0,0,0.477391461,0.599614705,0.29772034,0.807422086,0.827058188,0.923617366,0.945054945,0.36840209,0.957845433,0.798442768,0.794188473,0.93177075,0.94798523,0.448226039,0.950634131,0.64753572,0.776127789,0.804302456,0.823246107,0.293947664,0.920532991,0,0,1,0,71.875,186,31.875,76.875,13.6,1.57,4.33,34,126,7.132,4.374,4.42,0.8477764,80.41
Darius Slayton - 25578,2018,65.04,55.5,-9.54,29.24,47.28,57.5,3,56.7,48.48,1,0.33,0.536840209,0.684620324,0.356236956,0.881823095,0.511979823,0.739686543,0.70041434,0.919113673,0.85372005,0.902311768,0.786402312,0.849173222,0.798041419,0.935864505,0.899662867,0.67482742,0.089420453,0.440841227,0.41523519,0.764809761,0.613260555,1,0,1,0,73,190,32.75,79,11,1.45,4.39,40.5,135,7,4.15,4.402,0.443353999,89.87
Hunter Renfrow - 47509,2018,67.64,55.04,-12.6,39.63,51.71,66.88,4,71.66,61.64,1,0.25,0.865970095,0.864504736,0.783432333,0.945955684,0.45613403,0.606197082,0.629976581,0.275806161,0.449468564,0.910980896,0.627227484,0.661984267,0.767137582,0.448226039,0.548242093,0.830791459,0.230052978,0.467571039,0.385535399,0.134210949,0.3441965,1,0,1,0,70.25,184,29.125,70.75,7,1.54,4.59,35,116,6.8,4.19,4.436,0.765114693,55.64
Darnell Mooney - 48236,2019,62.07,55.04,-7.03,27.66,49.83,66.04,4,61.91,67.56,1,0.25,0.544046118,0.749959865,0.303981377,0.86326788,0.873176004,0.885426049,0.82291479,0.805980904,0.56836606,0.895007224,0.963958902,0.955610852,0.898458822,0.879033553,0.90704768,0.541740247,0.720982501,0.624979933,0.667041259,0.648258147,0.198988602,0,0,1,0,70.125,176,30.875,74,9,1.5,4.38,37,124,7.038,4.248,4.41,0.794872908,80.03
Josh Doctson - 10656,2015,59.04,54.92,-4.12,34.75,56.11,73.85,2,100,70.54,0,0,0.085029724,0.176272275,0.048322363,0.968113853,0.941812286,0.98180508,0.975319762,0.829580256,0.537200504,0.96716969,0.974634773,0.992374378,0.985230374,0.826055547,0.659656446,0.841387061,0.799486274,0.867073367,0.908653074,0.773559159,0.391234548,1,0,1,0,74,202,31.875,76.625,14,1.48,4.5,41,131,6.84,4.08,4.438,0.992434387,87.91
